Id,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,Id_HomeTeam,Id_AwayTeam
1272,SP1,18/12/2020,Athletic Club,Huesca,2,0,H,0,0,D,10,6,3,1,9,16,5,5,0,3,0,1,1.9,3.3,4.33,1.95,3.25,4.4,1,28
1273,SP1,19/12/2020,Atletico Madrid,Elche,3,1,H,1,0,H,12,8,6,3,13,14,2,5,1,2,0,0,1.2,6.0,19.0,1.22,5.75,18.0,2,7
1274,SP1,19/12/2020,Barcelona,Valencia,2,2,D,1,1,D,25,12,9,4,10,14,8,3,4,2,0,0,1.3,6.0,8.5,1.3,6.0,8.75,3,17
1275,SP1,19/12/2020,Levante,Real Sociedad,2,1,H,1,1,D,13,15,5,5,19,14,3,4,2,1,0,0,3.4,3.4,2.15,3.7,3.4,2.05,31,15
1276,SP1,19/12/2020,Osasuna,Villarreal,1,3,A,0,2,A,6,13,1,6,17,16,2,2,2,2,1,0,3.6,3.4,2.1,3.7,3.4,2.05,12,19
1277,SP1,19/12/2020,Sevilla,Valladolid,1,1,D,1,0,H,14,12,3,5,14,10,7,7,3,4,0,0,1.53,3.75,7.5,1.53,3.9,7.25,16,18
1278,SP1,20/12/2020,Celta Vigo,Alaves,2,0,H,1,0,H,11,8,3,2,18,12,3,5,2,2,0,0,1.7,4.0,4.75,1.7,4.0,4.75,6,20
1279,SP1,20/12/2020,Granada,Betis,2,0,H,2,0,H,8,14,3,1,21,16,1,10,3,4,0,0,2.45,3.4,2.87,2.5,3.3,2.85,27,4
1280,SP1,20/12/2020,Cadiz,Getafe,0,2,A,0,1,A,8,6,1,4,6,22,2,4,1,6,0,0,3.3,2.9,2.45,3.3,2.9,2.5,5,9
1281,SP1,20/12/2020,Eibar,Real Madrid,1,3,A,1,2,A,10,11,3,5,11,7,4,4,1,0,0,0,6.5,4.2,1.5,6.5,4.0,1.55,26,14
1282,SP1,22/12/2020,Elche,Osasuna,2,2,D,0,1,A,7,15,2,6,8,17,4,4,1,2,0,1,3.3,3.0,2.37,3.25,3.1,2.4,7,12
1283,SP1,22/12/2020,Valencia,Sevilla,0,1,A,0,0,D,10,19,4,3,11,17,3,5,3,2,0,0,3.75,3.4,2.0,3.6,3.5,2.05,17,16
1284,SP1,22/12/2020,Huesca,Levante,1,1,D,1,0,H,11,9,2,1,10,17,10,3,2,3,0,0,2.62,3.4,2.6,2.6,3.4,2.7,28,31
1285,SP1,22/12/2020,Real Sociedad,Atletico Madrid,0,2,A,0,0,D,6,8,1,3,20,17,5,5,3,3,0,0,3.3,3.2,2.25,3.25,3.2,2.35,15,2
1286,SP1,22/12/2020,Valladolid,Barcelona,0,3,A,0,2,A,12,21,5,10,12,10,4,5,1,2,0,0,7.0,5.4,1.36,7.25,5.0,1.4,18,3
1287,SP1,22/12/2020,Villarreal,Athletic Club,1,1,D,0,1,A,17,9,6,3,10,18,6,4,1,1,0,0,2.0,3.4,3.8,2.0,3.5,3.8,19,1
1288,SP1,23/12/2020,Getafe,Celta Vigo,1,1,D,1,1,D,6,2,3,1,17,16,1,4,3,3,0,0,2.75,3.0,2.8,2.7,3.1,2.8,9,6
1289,SP1,23/12/2020,Real Madrid,Granada,2,0,H,0,0,D,23,10,6,1,13,11,8,1,2,1,0,0,1.33,5.25,9.0,1.34,5.5,8.25,14,27
1290,SP1,23/12/2020,Alaves,Eibar,2,1,H,2,1,H,13,8,3,4,10,14,2,7,4,2,0,0,2.75,2.87,2.9,2.8,2.85,2.9,20,26
1291,SP1,23/12/2020,Betis,Cadiz,1,0,H,0,0,D,6,6,1,3,18,9,5,5,1,1,0,0,1.9,3.5,4.1,1.85,3.5,4.5,4,5
1292,SP1,29/12/2020,Sevilla,Villarreal,2,0,H,1,0,H,10,6,3,2,13,14,4,7,1,4,0,0,2.25,3.3,3.25,2.2,3.3,3.4,16,19
1293,SP1,29/12/2020,Barcelona,Eibar,1,1,D,0,0,D,16,9,5,3,6,15,5,7,0,2,0,0,1.28,5.75,9.5,1.3,5.75,9.25,3,26
1294,SP1,29/12/2020,Cadiz,Valladolid,0,0,D,0,0,D,8,7,3,1,14,13,1,6,3,2,0,0,2.87,2.9,2.75,2.9,2.9,2.75,5,18
1295,SP1,29/12/2020,Levante,Betis,4,3,H,3,1,H,10,19,5,7,9,14,3,6,3,2,1,0,2.4,3.4,2.9,2.4,3.3,3.0,31,4
1296,SP1,30/12/2020,Granada,Valencia,2,1,H,1,1,D,24,16,5,6,16,15,6,6,4,4,1,2,2.2,3.3,3.4,2.2,3.25,3.25,27,17
1297,SP1,30/12/2020,Atletico Madrid,Getafe,1,0,H,1,0,H,10,10,3,2,7,12,5,2,2,3,0,0,1.44,4.2,8.5,1.44,4.0,8.0,2,9
1298,SP1,30/12/2020,Celta Vigo,Huesca,2,1,H,1,0,H,15,17,6,6,19,8,0,5,2,0,0,0,1.75,3.75,4.6,1.72,3.6,4.75,6,28
1299,SP1,30/12/2020,Elche,Real Madrid,1,1,D,0,1,A,6,14,3,6,8,18,2,3,1,4,0,0,10.0,6.5,1.25,10.0,5.75,1.26,7,14
1300,SP1,31/12/2020,Athletic Club,Real Sociedad,0,1,A,0,1,A,4,13,0,3,23,18,2,4,5,4,0,0,3.0,3.2,2.5,2.9,3.1,2.5,1,15
1301,SP1,31/12/2020,Osasuna,Alaves,1,1,D,0,0,D,8,15,3,1,12,9,5,4,3,4,1,0,2.35,3.25,3.1,2.3,3.2,3.1,12,20
1302,SP1,02/01/2021,Villarreal,Levante,2,1,H,1,0,H,12,9,7,2,12,11,3,5,1,1,0,0,1.65,3.8,5.5,1.62,3.9,5.75,19,31
1303,SP1,02/01/2021,Betis,Sevilla,1,1,D,0,0,D,16,6,3,2,15,18,2,1,5,2,0,0,3.9,3.5,1.95,3.9,3.4,2.0,4,16
1304,SP1,02/01/2021,Getafe,Valladolid,0,1,A,0,1,A,11,8,4,2,13,13,5,9,3,2,0,0,1.95,3.1,4.5,2.0,3.2,4.2,9,18
1305,SP1,02/01/2021,Real Madrid,Celta Vigo,2,0,H,1,0,H,9,6,2,1,14,14,1,5,4,2,0,0,1.44,4.75,6.5,1.44,4.75,6.0,14,6
1306,SP1,03/01/2021,Athletic Club,Elche,1,0,H,1,0,H,13,5,2,2,15,13,5,4,2,1,0,0,1.5,3.8,8.0,1.5,4.0,7.5,1,7
1307,SP1,03/01/2021,Alaves,Atletico Madrid,1,2,A,0,1,A,4,8,1,4,14,12,1,5,0,2,1,0,7.0,3.75,1.53,6.5,3.9,1.57,20,2
1308,SP1,03/01/2021,Eibar,Granada,2,0,H,0,0,D,15,6,7,3,10,9,4,2,2,1,0,0,2.37,3.0,3.3,2.4,3.2,3.1,26,27
1309,SP1,03/01/2021,Real Sociedad,Osasuna,1,1,D,0,1,A,8,6,2,2,15,8,7,2,1,1,0,0,1.53,4.0,6.5,1.55,4.1,6.25,15,12
1310,SP1,03/01/2021,Huesca,Barcelona,0,1,A,0,1,A,4,20,4,7,12,11,2,6,1,0,0,0,6.5,4.75,1.44,6.5,4.6,1.48,28,3
1311,SP1,04/01/2021,Valencia,Cadiz,1,1,D,0,0,D,11,9,4,2,11,17,9,7,2,2,0,0,2.0,3.4,3.75,2.05,3.5,3.6,17,5
1312,SP1,06/01/2021,Athletic Club,Barcelona,2,3,A,1,2,A,8,13,3,9,10,6,3,4,2,1,0,0,4.2,3.6,1.83,4.33,3.9,1.72,1,3
1313,SP1,08/01/2021,Celta Vigo,Villarreal,0,4,A,0,4,A,8,15,3,6,15,18,3,4,1,0,0,0,3.4,3.3,2.2,3.25,3.2,2.3,6,19
1314,SP1,09/01/2021,Sevilla,Real Sociedad,3,2,H,2,2,D,12,10,7,4,8,18,2,9,0,3,0,0,2.2,3.1,3.6,2.25,3.0,3.7,16,15
1315,SP1,09/01/2021,Granada,Barcelona,0,4,A,0,3,A,8,13,4,4,16,3,4,1,2,3,1,0,6.5,5.25,1.4,5.75,5.25,1.45,27,3
1316,SP1,09/01/2021,Osasuna,Real Madrid,0,0,D,0,0,D,8,9,2,1,9,3,2,4,0,0,0,0,6.5,4.75,1.45,7.25,4.25,1.48,12,14
1317,SP1,10/01/2021,Levante,Eibar,2,1,H,0,0,D,4,17,2,4,12,8,4,9,2,0,0,0,2.25,3.4,3.2,2.35,3.4,3.0,31,26
1318,SP1,10/01/2021,Cadiz,Alaves,3,1,H,1,1,D,10,5,7,2,17,10,4,1,1,4,0,1,2.7,2.9,3.0,2.7,2.9,3.0,5,20
1319,SP1,10/01/2021,Valladolid,Valencia,0,1,A,0,0,D,11,17,4,6,14,14,0,4,2,3,0,0,2.37,3.25,3.1,2.45,3.25,3.0,18,17
1320,SP1,11/01/2021,Elche,Getafe,1,3,A,1,1,D,7,14,4,7,14,16,1,7,4,2,1,0,4.33,2.9,2.1,4.4,2.85,2.1,7,9
1321,SP1,11/01/2021,Huesca,Betis,0,2,A,0,0,D,10,15,3,5,12,13,3,6,2,2,0,1,2.8,3.3,2.55,2.8,3.3,2.55,28,4
1322,SP1,12/01/2021,Granada,Osasuna,2,0,H,2,0,H,9,15,2,3,16,17,4,4,1,4,0,0,2.3,3.1,3.4,2.3,3.1,3.4,27,12
1323,SP1,12/01/2021,Atletico Madrid,Sevilla,2,0,H,1,0,H,5,13,4,2,14,11,3,12,2,0,0,0,1.9,3.2,4.5,1.91,3.2,4.6,2,16
1324,SP1,19/01/2021,Cadiz,Levante,2,2,D,2,2,D,8,8,2,5,13,11,5,2,3,1,0,0,2.9,3.1,2.55,2.9,3.1,2.6,5,31
1325,SP1,19/01/2021,Valladolid,Elche,2,2,D,0,2,A,13,9,2,3,14,19,4,5,1,3,1,0,1.83,3.4,4.6,1.87,3.4,4.5,18,7
1326,SP1,19/01/2021,Alaves,Sevilla,1,2,A,1,2,A,12,7,3,3,15,14,3,2,3,3,0,0,5.5,3.6,1.66,5.25,3.6,1.72,20,16
1327,SP1,20/01/2021,Getafe,Huesca,1,0,H,0,0,D,12,15,5,3,15,14,3,8,2,4,0,0,1.9,3.25,4.5,1.91,3.25,4.5,9,28
1328,SP1,20/01/2021,Betis,Celta Vigo,2,1,H,2,1,H,12,10,4,3,13,15,5,6,2,3,0,0,2.1,3.5,3.4,2.15,3.6,3.3,4,6
1329,SP1,20/01/2021,Villarreal,Granada,2,2,D,1,1,D,9,3,3,2,11,11,3,0,2,4,0,1,1.5,4.0,7.0,1.55,3.9,6.75,19,27
1330,SP1,21/01/2021,Valencia,Osasuna,1,1,D,0,1,A,10,14,3,5,8,17,9,4,1,3,0,0,2.05,3.5,3.5,2.1,3.4,3.6,17,12
1331,SP1,21/01/2021,Eibar,Atletico Madrid,1,2,A,1,1,D,12,9,2,4,24,9,3,3,2,2,0,0,6.5,3.4,1.66,6.75,3.3,1.67,26,2
1332,SP1,22/01/2021,Levante,Valladolid,2,2,D,0,0,D,11,7,3,3,16,12,8,2,0,1,0,0,1.95,3.4,4.0,2.0,3.2,3.9,31,18
1333,SP1,23/01/2021,Huesca,Villarreal,0,0,D,0,0,D,5,8,1,2,9,15,1,2,3,1,0,0,4.33,3.75,1.8,4.6,3.6,1.8,28,19
1334,SP1,23/01/2021,Sevilla,Cadiz,3,0,H,2,0,H,15,9,7,3,12,6,7,6,1,3,0,0,1.45,4.2,8.0,1.45,4.1,8.25,16,5
1335,SP1,23/01/2021,Real Sociedad,Betis,2,2,D,0,0,D,12,7,6,4,14,13,8,3,2,2,0,0,1.8,3.75,4.33,1.78,3.9,4.33,15,4
1336,SP1,23/01/2021,Alaves,Real Madrid,1,4,A,0,3,A,14,10,4,7,16,7,4,4,5,3,0,0,5.5,4.33,1.55,6.0,4.2,1.55,20,14
1337,SP1,24/01/2021,Osasuna,Granada,3,1,H,2,0,H,7,12,4,1,15,15,1,5,5,4,1,0,2.5,3.1,3.0,2.55,3.0,3.1,12,27
1338,SP1,24/01/2021,Elche,Barcelona,0,2,A,0,1,A,4,15,2,8,15,9,0,7,0,2,0,0,8.0,5.25,1.36,7.75,5.25,1.36,7,3
1339,SP1,24/01/2021,Celta Vigo,Eibar,1,1,D,1,0,H,7,9,4,2,10,16,0,6,4,3,0,0,2.05,3.4,3.75,2.1,3.4,3.6,6,26
1340,SP1,24/01/2021,Atletico Madrid,Valencia,3,1,H,1,1,D,14,8,5,4,11,14,7,7,2,0,0,0,1.4,4.75,8.0,1.4,4.6,8.25,2,17
1341,SP1,25/01/2021,Athletic Club,Getafe,5,1,H,1,1,D,11,6,8,2,13,18,4,4,4,4,0,0,2.3,3.0,3.6,2.3,3.0,3.5,1,9
1342,SP1,29/01/2021,Valladolid,Huesca,1,3,A,0,1,A,14,11,4,5,12,12,6,7,2,2,0,0,2.2,3.1,3.6,2.2,3.2,3.5,18,28
1343,SP1,30/01/2021,Eibar,Sevilla,0,2,A,0,1,A,17,7,6,4,10,12,6,2,4,3,0,0,4.0,3.25,2.0,4.1,3.25,2.0,26,16
1344,SP1,30/01/2021,Real Madrid,Levante,1,2,A,1,1,D,8,14,2,8,9,20,3,7,1,2,1,0,1.33,5.5,8.0,1.35,5.5,7.75,14,31
1345,SP1,30/01/2021,Valencia,Elche,1,0,H,1,0,H,14,10,4,1,18,15,4,10,1,7,0,0,1.66,3.75,5.5,1.65,3.6,6.0,17,7
1346,SP1,30/01/2021,Villarreal,Real Sociedad,1,1,D,1,0,H,4,12,2,3,10,17,1,7,1,3,0,0,2.4,3.2,3.1,2.4,3.0,3.3,19,15
1347,SP1,31/01/2021,Getafe,Alaves,0,0,D,0,0,D,5,5,1,1,20,17,5,2,3,3,0,0,1.9,3.2,4.5,1.9,3.25,4.6,9,20
1348,SP1,31/01/2021,Cadiz,Atletico Madrid,2,4,A,1,2,A,11,9,6,4,7,7,2,2,1,5,0,0,9.0,4.0,1.44,8.25,3.9,1.48,5,2
1349,SP1,31/01/2021,Granada,Celta Vigo,0,0,D,0,0,D,10,7,5,1,16,19,6,5,2,4,0,0,2.7,3.3,2.62,2.7,3.25,2.7,27,6
1350,SP1,31/01/2021,Barcelona,Athletic Club,2,1,H,1,0,H,12,7,6,2,12,20,7,3,2,3,0,0,1.36,5.25,7.5,1.4,5.0,7.5,3,1
1351,SP1,01/02/2021,Betis,Osasuna,1,0,H,0,0,D,8,15,4,5,12,6,3,4,1,1,0,0,1.8,3.6,4.33,1.9,3.5,4.25,4,12
1352,SP1,05/02/2021,Alaves,Valladolid,1,0,H,0,0,D,20,3,5,1,11,17,11,1,4,4,0,0,2.6,3.0,3.0,2.6,3.0,3.0,20,18
1353,SP1,06/02/2021,Levante,Granada,2,2,D,1,1,D,11,11,7,5,12,13,6,2,1,3,0,0,2.2,3.3,3.4,2.15,3.3,3.6,31,27
1354,SP1,06/02/2021,Huesca,Real Madrid,1,2,A,0,0,D,13,18,2,7,18,9,3,10,2,1,0,0,7.0,4.5,1.44,7.0,4.5,1.45,28,14
1355,SP1,06/02/2021,Elche,Villarreal,2,2,D,0,2,A,8,9,2,4,17,5,4,2,1,2,0,0,6.5,3.8,1.53,6.25,3.8,1.6,7,19
1356,SP1,06/02/2021,Sevilla,Getafe,3,0,H,0,0,D,17,5,5,1,10,11,3,1,1,4,0,1,1.72,3.6,4.75,1.62,3.7,6.0,16,9
1357,SP1,07/02/2021,Real Sociedad,Cadiz,4,1,H,2,0,H,17,2,6,1,7,7,5,1,0,2,0,1,1.45,4.2,8.0,1.5,4.0,7.5,15,5
1358,SP1,07/02/2021,Athletic Club,Valencia,1,1,D,1,0,H,11,15,2,2,10,8,6,6,2,1,0,0,2.15,3.2,3.6,2.2,3.2,3.5,1,17
1359,SP1,07/02/2021,Osasuna,Eibar,2,1,H,1,1,D,12,12,4,3,10,11,2,1,0,0,0,0,2.55,3.0,3.0,2.65,2.95,3.0,12,26
1360,SP1,07/02/2021,Betis,Barcelona,2,3,A,1,0,H,8,12,5,4,21,7,3,5,1,3,0,0,5.75,4.6,1.5,5.5,4.33,1.57,4,3
1361,SP1,08/02/2021,Atletico Madrid,Celta Vigo,2,2,D,1,1,D,9,7,2,2,12,17,1,4,2,2,0,0,1.6,3.6,6.5,1.57,3.6,7.25,2,6
1362,SP1,09/02/2021,Real Madrid,Getafe,2,0,H,0,0,D,14,1,4,0,8,16,8,1,1,1,0,0,1.53,4.0,6.5,1.53,4.0,7.0,14,9
1363,SP1,12/02/2021,Celta Vigo,Elche,3,1,H,2,0,H,9,7,6,2,11,15,3,6,3,2,0,0,1.45,4.2,8.0,1.5,4.0,7.5,6,7
1364,SP1,13/02/2021,Granada,Atletico Madrid,1,2,A,0,0,D,6,10,1,4,14,20,7,3,0,5,0,0,5.0,3.3,1.8,5.25,3.2,1.83,27,2
1365,SP1,13/02/2021,Sevilla,Huesca,1,0,H,0,0,D,14,9,4,5,14,15,6,6,3,4,0,0,1.5,3.9,7.5,1.53,3.8,7.75,16,28
1366,SP1,13/02/2021,Eibar,Valladolid,1,1,D,1,1,D,14,5,2,1,15,12,7,3,2,3,0,0,1.95,3.3,4.2,2.0,3.25,4.1,26,18
1367,SP1,13/02/2021,Barcelona,Alaves,5,1,H,2,0,H,17,6,9,2,10,14,5,4,0,2,0,0,1.28,6.0,9.0,1.3,5.75,9.75,3,20
1368,SP1,14/02/2021,Getafe,Real Sociedad,0,1,A,0,1,A,4,3,0,2,23,19,2,5,3,3,1,0,3.75,3.25,2.1,3.7,3.3,2.1,9,15
1369,SP1,14/02/2021,Real Madrid,Valencia,2,0,H,2,0,H,16,4,7,1,13,12,6,1,0,3,0,0,1.4,4.75,8.0,1.4,4.75,8.0,14,17
1370,SP1,14/02/2021,Levante,Osasuna,0,1,A,0,0,D,13,7,4,2,13,10,2,1,1,2,0,0,2.25,3.2,3.4,2.3,3.1,3.4,31,12
1371,SP1,14/02/2021,Villarreal,Betis,1,2,A,0,1,A,9,15,5,4,19,13,7,3,3,2,0,0,1.9,3.4,4.2,1.87,3.4,4.5,19,4
1372,SP1,15/02/2021,Cadiz,Athletic Club,0,4,A,0,3,A,11,13,2,8,15,13,5,8,3,2,0,0,4.0,3.1,2.05,3.9,3.0,2.15,5,1
1373,SP1,17/02/2021,Levante,Atletico Madrid,1,1,D,1,1,D,7,14,4,6,10,10,1,8,1,3,0,0,4.75,3.4,1.8,5.0,3.25,1.83,31,2
1374,SP1,19/02/2021,Betis,Getafe,1,0,H,0,0,D,12,6,5,1,17,18,5,2,5,4,1,0,2.05,3.1,4.1,2.05,3.0,4.33,4,9
1375,SP1,20/02/2021,Elche,Eibar,1,0,H,1,0,H,6,13,2,3,16,9,1,4,2,1,0,0,3.6,3.25,2.15,3.8,3.2,2.1,7,26
1376,SP1,20/02/2021,Atletico Madrid,Levante,0,2,A,0,1,A,28,6,11,1,10,15,12,2,2,3,0,0,1.53,4.0,7.0,1.53,4.0,7.0,2,31
1377,SP1,20/02/2021,Valencia,Celta Vigo,2,0,H,0,0,D,10,5,3,2,9,19,6,1,2,3,0,1,2.45,3.2,3.0,2.45,3.2,3.0,17,6
1378,SP1,20/02/2021,Valladolid,Real Madrid,0,1,A,0,0,D,9,10,5,2,13,11,4,5,4,2,0,0,5.5,4.2,1.57,5.25,4.1,1.62,18,14
1379,SP1,21/02/2021,Barcelona,Cadiz,1,1,D,1,0,H,20,3,4,1,13,12,8,0,0,2,0,0,1.16,8.0,13.0,1.17,8.0,13.5,3,5
1380,SP1,21/02/2021,Real Sociedad,Alaves,4,0,H,1,0,H,8,7,4,2,17,16,4,3,3,2,0,0,1.66,3.75,5.5,1.67,3.7,5.5,15,20
1381,SP1,21/02/2021,Huesca,Granada,3,2,H,3,1,H,15,8,6,5,13,14,5,2,3,3,0,1,2.15,3.3,3.5,2.15,3.25,3.6,28,27
1382,SP1,21/02/2021,Athletic Club,Villarreal,1,1,D,1,1,D,18,3,8,2,12,12,6,0,2,2,0,0,2.45,3.2,3.0,2.55,3.2,2.9,1,19
1383,SP1,22/02/2021,Osasuna,Sevilla,0,2,A,0,1,A,6,10,0,5,14,15,3,5,2,2,0,0,4.0,3.3,2.0,4.5,3.3,1.9,12,16
1384,SP1,24/02/2021,Barcelona,Elche,3,0,H,0,0,D,9,6,5,1,8,8,6,3,0,0,0,0,1.12,9.0,19.0,1.15,8.5,17.0,3,7
1385,SP1,26/02/2021,Levante,Athletic Club,1,1,D,1,0,H,10,11,4,5,11,13,2,10,3,1,0,1,3.3,3.25,2.25,3.5,3.1,2.25,31,1
1386,SP1,27/02/2021,Eibar,Huesca,1,1,D,0,0,D,17,4,3,1,19,11,6,2,2,2,0,0,2.15,3.3,3.5,2.15,3.3,3.5,26,28
1387,SP1,27/02/2021,Sevilla,Barcelona,0,2,A,0,1,A,4,9,2,5,20,9,3,3,5,2,0,0,3.2,3.5,2.2,3.25,3.5,2.2,16,3
1388,SP1,27/02/2021,Alaves,Osasuna,0,1,A,0,0,D,4,6,1,3,18,20,5,2,3,4,0,0,2.62,2.9,3.0,2.75,2.9,2.95,20,12
1389,SP1,27/02/2021,Getafe,Valencia,3,0,H,1,0,H,15,5,4,0,21,12,3,6,5,2,0,1,2.5,3.0,3.1,2.4,3.0,3.3,9,17
1390,SP1,28/02/2021,Celta Vigo,Valladolid,1,1,D,0,0,D,11,7,2,3,20,20,3,5,3,5,0,0,1.75,3.75,4.5,1.78,3.7,4.6,6,18
1391,SP1,28/02/2021,Cadiz,Betis,0,1,A,0,0,D,5,9,3,4,9,13,3,7,1,2,0,0,3.8,3.3,2.05,3.8,3.3,2.05,5,4
1392,SP1,28/02/2021,Granada,Elche,2,1,H,1,1,D,13,12,4,4,14,12,5,5,3,2,0,0,2.1,3.1,4.0,2.05,3.1,4.1,27,7
1393,SP1,28/02/2021,Villarreal,Atletico Madrid,0,2,A,0,1,A,19,6,6,5,15,19,10,2,2,3,0,0,3.2,3.1,2.45,3.3,3.1,2.35,19,2
1394,SP1,01/03/2021,Real Madrid,Real Sociedad,1,1,D,0,0,D,21,6,2,2,5,10,13,4,0,1,0,0,1.83,4.0,4.0,1.87,3.9,3.9,14,15
1395,SP1,05/03/2021,Valencia,Villarreal,2,1,H,0,1,A,25,10,4,5,12,10,5,3,4,3,0,0,4.0,3.4,1.95,3.9,3.4,2.0,17,19
1396,SP1,06/03/2021,Valladolid,Getafe,2,1,H,2,1,H,4,9,3,2,16,19,1,6,2,2,0,1,3.0,2.8,2.7,3.0,2.85,2.7,18,9
1397,SP1,06/03/2021,Elche,Sevilla,2,1,H,0,0,D,6,11,3,3,16,11,6,3,4,0,0,0,6.5,3.6,1.6,7.0,3.7,1.57,7,16
1398,SP1,06/03/2021,Cadiz,Eibar,1,0,H,1,0,H,6,16,2,1,7,11,0,12,2,2,0,0,3.25,3.2,2.3,3.3,3.2,2.3,5,26
1399,SP1,06/03/2021,Osasuna,Barcelona,0,2,A,0,1,A,10,13,3,6,4,12,3,4,0,2,0,0,5.75,4.5,1.5,6.25,4.25,1.53,12,3
1400,SP1,07/03/2021,Huesca,Celta Vigo,3,4,A,2,2,D,19,10,7,7,12,21,6,3,0,2,0,0,3.0,3.3,2.4,3.0,3.25,2.45,28,6
1401,SP1,07/03/2021,Atletico Madrid,Real Madrid,1,1,D,1,0,H,11,18,5,8,19,9,1,6,5,1,0,0,2.55,3.25,2.8,2.6,3.2,2.8,2,14
1402,SP1,07/03/2021,Real Sociedad,Levante,1,0,H,1,0,H,25,6,8,1,13,14,7,5,0,2,0,0,1.44,4.33,7.5,1.45,4.33,7.5,15,31
1403,SP1,07/03/2021,Athletic Club,Granada,2,1,H,1,0,H,7,13,5,3,10,10,6,9,2,2,0,0,1.57,4.0,5.75,1.62,3.9,5.75,1,27
1404,SP1,08/03/2021,Betis,Alaves,3,2,H,0,2,A,23,4,8,3,13,11,12,1,0,3,0,0,1.72,3.8,4.75,1.78,3.6,4.75,4,20
1405,SP1,10/03/2021,Atletico Madrid,Athletic Club,2,1,H,1,1,D,11,4,5,2,12,13,5,4,2,2,0,0,1.8,3.3,5.25,1.83,3.2,5.25,2,1
1406,SP1,12/03/2021,Levante,Valencia,1,0,H,1,0,H,11,11,3,2,17,13,3,3,3,4,0,0,2.25,3.4,3.2,2.25,3.3,3.3,31,17
1407,SP1,13/03/2021,Alaves,Cadiz,1,1,D,1,0,H,9,9,3,1,22,6,2,5,3,3,1,0,2.15,3.1,3.8,2.1,3.2,3.9,20,5
1408,SP1,13/03/2021,Real Madrid,Elche,2,1,H,0,0,D,17,3,4,2,11,16,6,1,1,1,0,0,1.18,7.0,15.0,1.19,7.0,14.5,14,7
1409,SP1,13/03/2021,Osasuna,Valladolid,0,0,D,0,0,D,14,12,2,2,12,9,7,3,2,3,0,0,2.2,3.1,3.6,2.2,3.1,3.7,12,18
1410,SP1,13/03/2021,Getafe,Atletico Madrid,0,0,D,0,0,D,11,15,2,7,9,17,3,11,1,4,1,0,4.75,3.1,1.9,4.75,3.1,1.95,9,2
1411,SP1,14/03/2021,Celta Vigo,Athletic Club,0,0,D,0,0,D,13,6,3,1,20,13,1,3,3,1,0,0,2.7,3.2,2.7,2.7,3.25,2.7,6,1
1412,SP1,14/03/2021,Granada,Real Sociedad,1,0,H,0,0,D,7,7,2,1,23,16,4,6,2,3,0,0,5.5,4.2,1.57,5.5,3.8,1.65,27,15
1413,SP1,14/03/2021,Eibar,Villarreal,1,3,A,0,2,A,16,13,7,8,12,9,7,2,2,2,0,1,2.9,3.4,2.4,3.0,3.4,2.35,26,19
1414,SP1,14/03/2021,Sevilla,Betis,1,0,H,1,0,H,9,13,3,3,12,14,3,6,3,5,0,0,2.0,3.4,3.75,1.95,3.5,4.0,16,4
1415,SP1,15/03/2021,Barcelona,Huesca,4,1,H,2,1,H,12,8,5,4,8,13,7,3,0,2,0,0,1.18,7.5,13.0,1.2,7.25,12.0,3,28
1416,SP1,17/03/2021,Sevilla,Elche,2,0,H,1,0,H,13,11,8,5,9,8,4,1,2,1,0,0,1.4,4.5,8.0,1.4,4.5,8.5,16,7
1417,SP1,19/03/2021,Betis,Levante,2,0,H,0,0,D,15,7,6,1,14,10,4,1,2,0,0,0,1.72,3.8,4.5,1.75,3.75,4.75,4,31
1418,SP1,20/03/2021,Athletic Club,Eibar,1,1,D,1,1,D,18,4,4,2,5,15,10,1,1,1,0,0,1.75,3.6,4.75,1.78,3.8,4.5,1,26
1419,SP1,20/03/2021,Celta Vigo,Real Madrid,1,3,A,1,2,A,8,16,3,4,23,13,1,7,3,4,0,0,4.33,4.0,1.72,4.6,3.8,1.75,6,14
1420,SP1,20/03/2021,Huesca,Osasuna,0,0,D,0,0,D,15,7,3,2,9,13,5,1,1,2,0,0,2.45,3.2,3.0,2.6,2.95,3.1,28,12
1421,SP1,20/03/2021,Valladolid,Sevilla,1,1,D,1,0,H,3,12,2,4,17,10,2,8,3,1,0,0,4.33,3.5,1.83,4.5,3.5,1.85,18,16
1422,SP1,21/03/2021,Getafe,Elche,1,1,D,0,1,A,12,6,5,2,17,21,4,8,3,7,0,0,1.83,3.25,4.75,1.85,3.1,5.25,9,7
1423,SP1,21/03/2021,Valencia,Granada,2,1,H,1,0,H,18,15,9,3,11,11,3,4,0,3,0,0,2.0,3.5,3.75,2.05,3.4,3.7,17,27
1424,SP1,21/03/2021,Villarreal,Cadiz,2,1,H,1,0,H,13,9,4,3,14,6,5,6,3,3,0,0,1.44,4.2,7.5,1.42,4.5,8.25,19,5
1425,SP1,21/03/2021,Atletico Madrid,Alaves,1,0,H,0,0,D,8,9,4,3,17,12,5,5,3,3,0,0,1.36,4.5,10.0,1.35,4.75,9.75,2,20
