Id,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,Id_HomeTeam,Id_AwayTeam
11430,SP1,11/01/09,Sporting Gijon,Valladolid,2,1,H,2,0,H,8,6,6,2,22,14,2,12,3,1,0,1,2.38,3.1,3.2,2.35,2.9,3.0,37,18
11431,SP1,17/01/09,Barcelona,La Coruna,5,0,H,3,0,H,21,1,10,0,8,12,9,4,0,0,0,1,1.25,5.5,12.0,1.3,4.4,9.25,3,11472
11432,SP1,17/01/09,Sevilla,Numancia,1,0,H,0,0,D,20,10,2,5,21,21,9,6,4,3,0,1,1.33,4.75,9.5,1.35,4.2,8.0,16,11473
11433,SP1,18/01/09,Almeria,Atletico Madrid,1,1,D,1,1,D,11,18,3,4,17,18,10,7,3,2,1,1,3.0,3.4,2.3,3.05,3.25,2.15,0,2
11434,SP1,18/01/09,Athletic Club,Valencia,3,2,H,2,2,D,14,17,7,6,15,16,4,1,4,2,0,1,3.0,3.4,2.3,3.1,3.2,2.15,1,17
11435,SP1,18/01/09,Getafe,Racing Sant,0,1,A,0,1,A,16,6,3,1,11,24,6,3,3,6,0,0,2.2,3.3,3.3,2.1,3.1,3.3,9,36
11436,SP1,18/01/09,Malaga,Espanyol,4,0,H,1,0,H,10,16,9,5,16,16,4,4,0,2,0,0,2.0,3.4,3.75,1.9,3.2,3.8,33,8
11437,SP1,18/01/09,Real Madrid,Osasuna,3,1,H,0,1,A,19,5,6,3,16,21,5,1,3,3,0,1,1.25,5.5,12.0,1.2,5.75,10.5,14,12
11438,SP1,18/01/09,Recreativo,Sporting Gijon,2,0,H,1,0,H,17,13,4,1,19,22,4,4,2,4,0,0,2.25,3.0,3.5,2.15,3.0,3.3,11479,37
11439,SP1,18/01/09,Valladolid,Betis,1,3,A,1,1,D,14,11,2,9,10,14,4,2,0,3,0,0,2.05,3.4,3.5,2.05,3.0,3.55,18,4
11440,SP1,18/01/09,Villarreal,Mallorca,2,0,H,2,0,H,9,17,6,6,9,13,1,2,0,1,0,0,1.44,4.2,7.5,1.4,3.8,8.15,19,11
11441,SP1,24/01/09,Barcelona,Numancia,4,1,H,0,0,D,24,4,8,2,14,13,3,2,2,3,0,1,1.14,7.5,18.0,1.15,6.0,15.0,3,11482
11442,SP1,24/01/09,Villarreal,Osasuna,1,1,D,1,0,H,12,9,8,4,19,24,5,10,2,2,0,0,1.5,4.0,7.0,1.45,3.8,6.5,19,12
11443,SP1,25/01/09,Almeria,Athletic Club,2,1,H,2,0,H,16,8,5,4,16,10,10,8,1,4,0,0,2.4,3.3,2.87,2.3,3.05,2.95,0,1
11444,SP1,25/01/09,Getafe,Sporting Gijon,5,1,H,2,1,H,22,9,10,5,12,21,7,6,2,2,0,0,1.9,3.3,4.0,2.02,2.9,3.8,9,37
11445,SP1,25/01/09,Malaga,Atletico Madrid,1,1,D,1,1,D,16,19,5,10,15,14,6,4,3,3,0,0,2.7,3.4,2.5,2.9,3.2,2.25,33,2
11446,SP1,25/01/09,Mallorca,Valencia,3,1,H,3,0,H,22,12,10,1,14,11,8,6,1,1,0,0,3.2,3.3,2.25,3.35,3.2,2.05,11,17
11447,SP1,25/01/09,Real Madrid,La Coruna,1,0,H,1,0,H,18,9,6,2,9,14,8,3,2,2,0,0,1.4,4.5,7.5,1.38,3.8,8.6,14,11488
11448,SP1,25/01/09,Recreativo,Betis,1,0,H,0,0,D,10,11,3,4,14,18,4,3,4,3,0,0,2.5,3.25,2.8,2.3,3.15,2.85,11489,4
11449,SP1,25/01/09,Sevilla,Racing Sant,0,2,A,0,1,A,17,12,5,7,16,23,4,4,1,6,0,1,1.53,3.8,6.5,1.45,3.7,7.0,16,36
11450,SP1,25/01/09,Valladolid,Espanyol,1,1,D,1,0,H,22,13,7,4,22,18,6,7,1,4,0,0,2.05,3.4,3.6,1.92,3.25,3.65,18,8
11451,SP1,31/01/09,Athletic Club,Malaga,3,2,H,1,1,D,21,16,6,4,13,20,3,2,2,3,0,0,2.0,3.5,3.6,2.02,3.2,3.4,1,33
11452,SP1,31/01/09,Numancia,Real Madrid,0,2,A,0,0,D,13,13,3,5,17,14,6,2,2,2,0,1,6.5,3.6,1.57,6.35,3.5,1.52,11493,14
11453,SP1,01/02/09,Atletico Madrid,Valladolid,1,2,A,0,0,D,10,12,2,2,16,11,4,5,2,2,0,0,1.53,3.8,7.5,1.48,3.55,6.85,2,18
11454,SP1,01/02/09,Betis,Getafe,2,2,D,2,0,H,6,26,2,10,18,12,2,15,3,4,1,0,2.1,3.4,3.4,2.05,3.15,3.35,4,9
11455,SP1,01/02/09,Espanyol,Recreativo,1,1,D,0,0,D,10,14,5,5,16,18,6,8,2,2,1,0,2.0,3.4,3.75,2.0,3.2,3.45,8,11496
11456,SP1,01/02/09,La Coruna,Villarreal,3,0,H,1,0,H,17,10,12,4,20,16,5,4,3,4,0,0,2.5,3.4,2.75,2.6,3.0,2.6,11497,19
11457,SP1,01/02/09,Osasuna,Mallorca,1,0,H,1,0,H,9,13,3,2,20,24,9,8,3,3,1,2,2.0,3.25,4.0,2.0,3.2,3.45,12,11
11458,SP1,01/02/09,Racing Sant,Barcelona,1,2,A,0,0,D,7,8,4,2,21,12,2,3,1,2,0,2,7.5,3.75,1.5,6.75,3.45,1.5,36,3
11459,SP1,01/02/09,Sporting Gijon,Sevilla,1,0,H,0,0,D,13,15,4,9,21,16,3,7,2,2,1,0,3.75,3.25,2.05,3.5,2.95,2.1,37,16
11460,SP1,01/02/09,Valencia,Almeria,3,2,H,2,1,H,9,12,5,5,23,17,4,4,3,2,0,0,1.61,3.6,6.0,1.55,3.5,5.85,17,0
11461,SP1,07/02/09,Real Madrid,Racing Sant,1,0,H,0,0,D,14,12,5,3,17,11,10,5,4,3,0,0,1.4,4.33,8.5,1.38,3.95,8.15,14,36
11462,SP1,07/02/09,Sevilla,Betis,1,2,A,0,0,D,18,15,4,7,17,22,6,2,2,5,1,0,1.75,3.5,4.75,1.7,3.4,4.5,16,4
11463,SP1,08/02/09,Barcelona,Sporting Gijon,3,1,H,2,0,H,18,5,7,1,13,19,7,2,2,3,0,0,1.16,6.5,17.0,1.15,6.25,14.0,3,37
11464,SP1,08/02/09,Getafe,Espanyol,1,1,D,1,1,D,29,7,9,3,16,21,10,1,3,3,0,1,1.9,3.4,4.0,1.9,3.2,3.8,9,8
11465,SP1,08/02/09,Malaga,Almeria,3,2,H,0,2,A,20,9,11,2,17,16,8,5,5,4,0,1,2.05,3.4,3.6,1.95,3.2,3.6,33,0
11466,SP1,08/02/09,Mallorca,La Coruna,1,1,D,0,0,D,15,15,5,5,20,21,7,2,2,4,1,0,2.4,3.3,2.87,2.45,3.15,2.65,11,11507
11467,SP1,08/02/09,Osasuna,Valencia,1,0,H,0,0,D,10,15,2,4,18,13,7,4,6,5,0,0,2.62,3.3,2.62,2.68,3.3,2.35,12,17
11468,SP1,08/02/09,Recreativo,Atletico Madrid,0,3,A,0,3,A,15,9,6,4,10,23,10,2,1,2,0,0,2.87,3.4,2.37,2.85,3.25,2.25,11509,2
11469,SP1,08/02/09,Valladolid,Athletic Club,2,1,H,1,0,H,16,15,5,2,20,12,8,8,3,1,0,1,2.1,3.4,3.4,2.15,3.25,3.05,18,1
11470,SP1,08/02/09,Villarreal,Numancia,2,1,H,1,1,D,21,8,12,4,10,18,3,4,4,2,0,0,1.5,4.0,7.0,1.42,3.9,6.95,19,11511
11471,SP1,14/02/09,Betis,Barcelona,2,2,D,2,1,H,7,23,5,12,20,14,1,7,3,2,0,0,6.5,4.0,1.53,6.25,4.0,1.45,4,3
11472,SP1,14/02/09,La Coruna,Osasuna,0,0,D,0,0,D,15,6,2,1,10,18,10,4,2,2,0,0,2.05,3.25,3.75,1.9,3.3,3.65,11513,12
11473,SP1,14/02/09,Valencia,Malaga,1,1,D,0,0,D,19,15,9,5,21,11,5,1,3,3,0,0,1.73,3.6,4.75,1.6,3.5,5.2,17,33
11474,SP1,15/02/09,Almeria,Valladolid,3,2,H,0,2,A,10,12,5,4,18,23,8,0,4,3,2,1,2.2,3.4,3.25,2.1,3.25,3.15,0,18
11475,SP1,15/02/09,Athletic Club,Recreativo,1,1,D,0,1,A,7,16,2,1,13,15,3,2,2,3,0,0,1.8,3.4,4.5,1.7,3.25,4.8,1,11516
11476,SP1,15/02/09,Atletico Madrid,Getafe,1,1,D,1,0,H,16,14,6,4,15,13,6,6,4,3,0,0,1.73,3.5,5.0,1.6,3.5,5.2,2,9
11477,SP1,15/02/09,Espanyol,Sevilla,0,2,A,0,0,D,12,20,4,7,14,12,4,8,2,2,1,0,3.1,3.3,2.3,3.1,3.2,2.15,8,16
11478,SP1,15/02/09,Numancia,Mallorca,0,1,A,0,1,A,15,10,4,5,10,20,8,4,1,1,0,0,2.3,3.3,3.1,2.2,3.1,3.1,11519,11
11479,SP1,15/02/09,Racing Sant,Villarreal,1,1,D,1,1,D,11,15,6,7,19,9,8,7,2,1,0,0,2.4,3.3,3.0,2.3,3.0,3.0,36,19
11480,SP1,15/02/09,Sporting Gijon,Real Madrid,0,4,A,0,2,A,10,17,1,9,13,6,5,5,1,1,0,0,5.5,3.75,1.62,6.0,3.75,1.5,37,14
11481,SP1,21/02/09,Barcelona,Espanyol,1,2,A,0,0,D,20,4,2,2,14,24,4,2,6,6,1,0,1.22,5.75,13.0,1.2,5.5,12.0,3,8
11482,SP1,21/02/09,Real Madrid,Betis,6,1,H,6,1,H,21,13,8,1,11,19,2,2,1,3,0,0,1.44,4.33,7.0,1.4,4.3,6.5,14,4
11483,SP1,21/02/09,Sevilla,Atletico Madrid,1,0,H,0,0,D,12,5,11,4,18,16,9,7,2,4,0,0,2.0,3.3,3.75,2.0,3.1,3.6,16,2
11484,SP1,21/02/09,Villarreal,Sporting Gijon,2,1,H,2,1,H,15,7,11,2,14,26,5,5,3,4,0,0,1.57,3.8,6.0,1.55,3.65,5.5,19,37
11485,SP1,22/02/09,Getafe,Athletic Club,1,1,D,1,1,D,20,4,8,2,16,24,7,3,6,3,0,0,2.1,3.3,3.5,2.1,3.15,3.25,9,1
11486,SP1,22/02/09,La Coruna,Valencia,1,1,D,0,1,A,16,7,7,1,13,21,6,6,1,7,0,1,2.4,3.25,2.9,2.4,3.2,2.7,11527,17
11487,SP1,22/02/09,Mallorca,Racing Sant,1,0,H,0,0,D,16,10,8,0,20,28,7,4,4,5,0,1,2.5,3.25,2.8,2.4,3.3,2.6,11,36
11488,SP1,22/02/09,Osasuna,Numancia,2,0,H,2,0,H,15,16,6,4,20,18,10,8,5,2,0,0,1.72,3.5,5.0,1.7,3.25,4.85,12,11529
11489,SP1,22/02/09,Recreativo,Almeria,1,1,D,0,0,D,16,7,7,1,15,14,9,2,3,3,0,1,2.1,3.25,3.6,2.0,3.1,3.6,11530,0
11490,SP1,22/02/09,Valladolid,Malaga,1,3,A,0,2,A,22,8,16,5,17,10,9,3,3,2,0,0,2.2,3.25,3.25,2.1,3.2,3.2,18,33
11491,SP1,28/02/09,Athletic Club,Sevilla,1,2,A,1,1,D,8,17,5,4,18,10,3,4,5,2,0,0,2.75,3.25,2.6,2.65,3.15,2.45,1,16
11492,SP1,28/02/09,Espanyol,Real Madrid,0,2,A,0,0,D,9,11,2,3,12,17,3,2,2,3,0,0,4.5,3.5,1.8,4.5,3.45,1.7,8,14
11493,SP1,01/03/09,Almeria,Getafe,2,1,H,1,1,D,11,17,5,5,19,14,8,2,4,5,0,0,2.2,3.25,3.4,2.15,3.1,3.2,0,9
11494,SP1,01/03/09,Atletico Madrid,Barcelona,4,3,H,1,2,A,22,14,9,6,15,17,6,3,3,2,0,0,3.75,3.6,1.9,3.85,3.3,1.85,2,3
11495,SP1,01/03/09,Betis,Villarreal,2,2,D,1,2,A,26,14,5,6,24,15,8,2,5,4,0,0,2.5,3.25,2.8,2.6,3.0,2.6,4,19
11496,SP1,01/03/09,Malaga,Recreativo,0,2,A,0,0,D,16,10,4,5,17,23,12,4,2,5,1,0,1.8,3.5,4.5,1.75,3.25,4.45,33,11537
11497,SP1,01/03/09,Numancia,La Coruna,0,1,A,0,0,D,11,13,3,5,12,15,4,5,2,2,0,0,2.62,3.25,2.62,2.65,3.1,2.5,11538,11538
11498,SP1,01/03/09,Racing Sant,Osasuna,1,1,D,1,1,D,14,11,5,4,24,19,3,4,2,2,0,0,2.4,3.2,3.1,2.1,3.1,3.3,36,12
11499,SP1,01/03/09,Sporting Gijon,Mallorca,0,1,A,0,0,D,12,12,2,7,15,13,4,1,4,4,0,0,2.3,3.25,3.1,2.3,2.95,3.05,37,11
11500,SP1,01/03/09,Valencia,Valladolid,1,2,A,0,2,A,13,9,4,2,18,13,5,3,3,3,0,1,1.8,3.4,4.75,1.7,3.4,4.5,17,18
11501,SP1,07/03/09,Barcelona,Athletic Club,2,0,H,2,0,H,28,5,10,0,16,24,5,1,3,4,0,0,1.28,5.5,9.5,1.25,4.95,10.0,3,1
11502,SP1,07/03/09,Real Madrid,Atletico Madrid,1,1,D,0,1,A,19,18,5,4,21,16,12,4,2,1,0,0,1.72,3.6,4.75,1.67,3.55,4.6,14,2
11503,SP1,07/03/09,Villarreal,Espanyol,1,0,H,1,0,H,10,14,2,5,15,20,3,9,3,0,0,0,1.8,3.4,4.75,1.75,3.35,4.3,19,8
11504,SP1,08/03/09,Getafe,Malaga,1,2,A,0,2,A,21,8,3,3,18,17,6,2,7,4,1,1,2.2,3.3,3.3,2.15,3.2,3.1,9,33
11505,SP1,08/03/09,La Coruna,Racing Sant,5,3,H,1,2,A,12,18,6,8,13,21,5,7,1,3,0,0,2.2,3.2,3.4,2.05,3.1,3.4,11546,36
11506,SP1,08/03/09,Mallorca,Betis,3,3,D,0,2,A,17,11,7,4,9,20,7,5,2,3,0,0,2.3,3.25,3.1,2.25,3.15,2.95,11,4
11507,SP1,08/03/09,Numancia,Valencia,2,1,H,1,1,D,12,15,5,4,21,13,1,6,5,4,0,0,3.4,3.4,2.1,3.45,3.2,2.0,11548,17
11508,SP1,08/03/09,Osasuna,Sporting Gijon,1,2,A,1,2,A,16,9,2,6,16,21,7,2,2,5,0,0,1.66,3.4,6.0,1.65,3.4,5.0,12,37
11509,SP1,08/03/09,Recreativo,Valladolid,2,3,A,1,2,A,18,10,8,4,21,14,8,8,1,2,0,2,2.3,3.3,3.1,2.2,3.3,2.95,11550,18
11510,SP1,08/03/09,Sevilla,Almeria,2,1,H,1,0,H,15,11,10,5,19,13,4,3,3,2,0,0,1.72,3.6,4.75,1.6,3.45,5.3,16,0
11511,SP1,14/03/09,Athletic Club,Real Madrid,2,5,A,2,2,D,13,25,8,9,17,27,10,1,7,4,2,0,3.75,3.4,2.0,3.35,3.35,2.0,1,14
11512,SP1,14/03/09,Valencia,Recreativo,1,1,D,0,0,D,18,8,4,1,15,24,7,10,2,4,1,0,1.91,3.4,4.33,1.8,3.35,4.0,17,11553
11513,SP1,15/03/09,Almeria,Barcelona,0,2,A,0,0,D,5,17,1,7,11,10,5,5,4,0,0,0,5.75,3.8,1.6,5.25,3.75,1.55,0,3
11514,SP1,15/03/09,Atletico Madrid,Villarreal,3,2,H,0,1,A,32,6,14,4,28,15,12,2,5,2,0,1,2.05,3.4,3.6,2.0,3.25,3.4,2,19
11515,SP1,15/03/09,Betis,Osasuna,0,0,D,0,0,D,22,5,5,0,10,24,6,3,3,4,0,0,2.1,3.3,3.5,2.0,3.2,3.45,4,12
11516,SP1,15/03/09,Espanyol,Mallorca,3,3,D,0,1,A,8,17,3,7,16,20,3,5,3,3,1,0,2.1,3.3,3.5,2.0,3.2,3.45,8,11
11517,SP1,15/03/09,Malaga,Sevilla,2,2,D,2,0,H,4,21,2,9,22,16,1,5,3,1,1,0,2.8,3.3,2.5,2.65,3.15,2.45,33,16
11518,SP1,15/03/09,Racing Sant,Numancia,5,0,H,5,0,H,20,5,9,1,25,23,6,8,1,4,0,0,1.8,3.4,4.75,1.75,3.25,4.5,36,11559
11519,SP1,15/03/09,Sporting Gijon,La Coruna,3,2,H,0,0,D,13,16,8,5,22,15,5,5,5,3,0,0,2.62,3.2,2.7,2.7,3.1,2.45,37,11560
11520,SP1,15/03/09,Valladolid,Getafe,1,0,H,0,0,D,16,8,6,1,12,13,17,4,2,1,0,1,2.05,3.4,3.6,2.1,3.1,3.3,18,9
11521,SP1,21/03/09,Sevilla,Valladolid,4,1,H,2,1,H,16,8,7,2,15,19,9,2,2,4,0,0,1.66,3.6,5.5,1.6,3.45,5.35,16,18
11522,SP1,21/03/09,Villarreal,Athletic Club,2,0,H,0,0,D,16,15,7,5,21,21,6,5,4,1,0,1,1.72,3.6,4.75,1.6,3.5,5.25,19,1
11523,SP1,22/03/09,Barcelona,Malaga,6,0,H,4,0,H,27,10,14,3,9,15,10,7,2,3,0,0,1.22,6.0,13.0,1.25,5.0,10.0,3,33
11524,SP1,22/03/09,Getafe,Recreativo,2,1,H,0,0,D,25,9,13,4,12,20,8,2,0,1,0,0,2.0,3.3,3.8,2.0,3.1,3.55,9,11565
11525,SP1,22/03/09,La Coruna,Betis,1,1,D,1,1,D,18,16,4,7,11,17,5,1,1,4,0,0,2.2,3.3,3.25,2.0,3.2,3.45,11566,4
11526,SP1,22/03/09,Mallorca,Atletico Madrid,2,0,H,1,0,H,8,9,3,0,23,14,4,3,2,2,0,0,3.0,3.4,2.3,3.1,3.2,2.15,11,2
11527,SP1,22/03/09,Numancia,Sporting Gijon,2,1,H,1,0,H,13,9,6,3,22,22,9,3,2,3,1,1,2.35,3.25,3.0,2.3,3.1,2.9,11568,37
11528,SP1,22/03/09,Osasuna,Espanyol,1,0,H,0,0,D,9,8,4,4,25,14,5,5,6,3,0,0,2.15,3.25,3.4,2.0,3.2,3.45,12,8
11529,SP1,22/03/09,Real Madrid,Almeria,3,0,H,1,0,H,15,14,7,4,13,16,4,7,5,2,0,0,1.3,5.25,9.5,1.25,5.45,8.25,14,0
11530,SP1,22/03/09,Racing Sant,Valencia,0,1,A,0,0,D,19,7,8,2,17,20,9,6,4,2,0,1,2.4,3.25,2.9,2.3,3.05,2.95,36,17
11531,SP1,04/04/09,Almeria,Villarreal,3,0,H,3,0,H,18,7,6,3,20,14,1,3,2,3,0,1,2.4,3.2,3.0,2.45,3.05,2.75,0,19
11532,SP1,04/04/09,Athletic Club,Mallorca,2,1,H,1,0,H,9,18,3,1,29,22,0,0,6,3,0,0,2.0,3.4,3.6,2.0,3.2,3.45,1,11
11533,SP1,04/04/09,Betis,Numancia,3,3,D,1,1,D,20,18,9,6,21,15,6,4,3,4,2,1,1.61,3.75,5.5,1.55,3.65,5.5,4,11574
11534,SP1,04/04/09,Malaga,Real Madrid,0,1,A,0,0,D,11,16,7,5,17,21,8,6,3,4,0,0,4.75,3.6,1.72,4.5,3.45,1.7,33,14
11535,SP1,04/04/09,Recreativo,Sevilla,0,1,A,0,1,A,12,17,0,4,17,14,8,3,3,2,1,0,3.6,3.4,2.0,3.5,3.3,1.95,11576,16
11536,SP1,04/04/09,Valladolid,Barcelona,0,1,A,0,1,A,7,13,2,4,21,9,4,4,1,0,0,0,6.0,4.0,1.53,6.25,4.25,1.42,18,3
11537,SP1,05/04/09,Atletico Madrid,Osasuna,2,4,A,1,2,A,17,11,6,5,14,15,8,5,2,1,0,0,1.66,3.6,5.25,1.55,3.7,5.4,2,12
11538,SP1,05/04/09,Espanyol,La Coruna,3,1,H,2,1,H,12,11,6,5,20,17,5,3,2,1,0,0,2.4,3.2,3.0,2.25,3.1,3.0,8,11579
11539,SP1,05/04/09,Sporting Gijon,Racing Sant,0,2,A,0,0,D,15,5,12,3,18,16,9,2,2,4,0,0,2.62,3.25,2.62,2.6,3.0,2.6,37,36
11540,SP1,05/04/09,Valencia,Getafe,4,1,H,2,0,H,16,18,8,5,26,14,3,3,1,3,0,1,1.85,3.5,4.2,1.75,3.4,4.2,17,9
11541,SP1,11/04/09,Barcelona,Recreativo,2,0,H,1,0,H,16,7,6,4,12,14,15,4,0,1,0,0,1.14,7.5,17.0,1.1,8.0,15.0,3,11582
11542,SP1,11/04/09,Villarreal,Malaga,0,2,A,0,1,A,20,8,6,2,14,13,10,5,2,2,0,0,2.1,3.3,3.5,2.0,3.25,3.4,19,33
11543,SP1,12/04/09,La Coruna,Atletico Madrid,1,2,A,0,1,A,9,8,4,4,10,19,4,5,2,5,0,0,2.5,3.4,2.75,2.45,3.15,2.65,11584,2
11544,SP1,12/04/09,Mallorca,Almeria,2,0,H,0,0,D,8,5,6,3,7,6,1,0,5,1,0,1,2.1,3.4,3.4,2.05,3.2,3.3,11,0
11545,SP1,12/04/09,Numancia,Espanyol,0,0,D,0,0,D,9,18,4,7,32,18,4,7,5,2,0,0,2.5,3.25,2.8,2.55,3.15,2.55,11586,8
11546,SP1,12/04/09,Osasuna,Athletic Club,2,1,H,1,1,D,21,10,5,5,15,15,4,1,4,2,0,1,2.1,3.25,3.6,2.1,3.15,3.25,12,1
11547,SP1,12/04/09,Real Madrid,Valladolid,2,0,H,1,0,H,20,17,6,9,15,15,2,5,3,1,0,0,1.29,5.5,10.0,1.22,5.5,10.0,14,18
11548,SP1,12/04/09,Racing Sant,Betis,2,3,A,2,2,D,14,14,3,5,21,20,10,7,3,5,1,0,2.0,3.4,3.75,1.95,3.25,3.55,36,4
11549,SP1,12/04/09,Sevilla,Getafe,0,1,A,0,0,D,15,12,5,2,12,11,7,3,1,2,0,0,1.53,3.75,7.0,1.5,3.75,6.0,16,9
11550,SP1,12/04/09,Sporting Gijon,Valencia,2,3,A,1,1,D,16,5,7,3,19,11,11,3,5,3,0,0,3.6,3.2,2.1,3.1,3.3,2.1,37,17
11551,SP1,18/04/09,Athletic Club,La Coruna,0,1,A,0,0,D,20,7,5,1,17,16,6,2,2,2,1,0,2.15,3.4,3.3,2.1,3.2,3.2,1,11592
11552,SP1,18/04/09,Atletico Madrid,Numancia,3,0,H,0,0,D,24,5,9,1,13,11,10,1,3,2,0,0,1.33,4.75,9.5,1.3,4.65,8.5,2,11593
11553,SP1,18/04/09,Getafe,Barcelona,0,1,A,0,1,A,3,17,0,8,19,9,1,5,4,2,0,0,7.0,4.33,1.44,7.25,4.0,1.4,9,3
11554,SP1,18/04/09,Malaga,Mallorca,1,1,D,0,0,D,8,18,3,8,9,15,5,4,0,3,0,0,2.0,3.4,3.7,1.9,3.3,3.65,33,11
11555,SP1,18/04/09,Recreativo,Real Madrid,0,1,A,0,0,D,8,19,3,8,13,13,4,9,1,3,0,0,6.0,3.8,1.57,5.75,3.85,1.5,11596,14
11556,SP1,19/04/09,Almeria,Osasuna,2,1,H,0,0,D,23,10,9,5,15,17,16,0,3,4,0,0,2.25,3.25,3.2,2.15,3.1,3.2,0,12
11557,SP1,19/04/09,Betis,Sporting Gijon,2,0,H,1,0,H,14,13,6,2,16,21,3,5,1,4,1,1,1.67,3.6,5.25,1.6,3.6,5.0,4,37
11558,SP1,19/04/09,Espanyol,Racing Sant,1,0,H,0,0,D,13,8,2,1,18,27,7,5,1,5,0,0,2.15,3.25,3.4,2.05,3.2,3.3,8,36
11559,SP1,19/04/09,Valencia,Sevilla,3,1,H,1,1,D,21,12,7,3,21,22,5,12,7,8,0,1,2.1,3.4,3.4,2.15,3.2,3.1,17,16
11560,SP1,19/04/09,Valladolid,Villarreal,0,0,D,0,0,D,11,10,3,2,8,13,10,3,1,0,1,0,2.3,3.4,3.0,2.25,3.1,3.0,18,19
11561,SP1,21/04/09,Numancia,Athletic Club,1,2,A,1,1,D,14,10,2,4,22,10,2,4,3,1,1,1,2.62,3.4,2.6,2.65,3.15,2.45,11602,1
11562,SP1,21/04/09,Real Madrid,Getafe,3,2,H,1,1,D,18,12,6,4,20,15,6,4,6,4,1,0,1.25,5.5,12.0,1.22,5.35,10.5,14,9
11563,SP1,22/04/09,Barcelona,Sevilla,4,0,H,2,0,H,28,6,7,2,11,17,9,2,2,2,0,0,1.36,4.75,8.0,1.3,4.65,8.5,3,16
11564,SP1,22/04/09,Betis,Valencia,1,2,A,0,0,D,7,9,2,4,20,20,3,4,1,2,0,0,2.9,3.25,2.4,2.95,2.95,2.35,4,17
11565,SP1,22/04/09,La Coruna,Almeria,2,0,H,0,0,D,17,16,5,2,17,13,5,5,2,1,0,0,2.0,3.3,3.75,1.9,3.25,3.75,11606,0
11566,SP1,22/04/09,Osasuna,Malaga,2,3,A,2,1,H,10,11,4,5,12,11,5,3,1,0,3,1,2.15,3.3,3.3,2.1,3.1,3.3,12,33
11567,SP1,23/04/09,Mallorca,Valladolid,2,0,H,0,0,D,14,9,6,1,10,14,4,5,1,3,0,0,2.05,3.3,3.6,2.0,3.15,3.5,11,18
11568,SP1,23/04/09,Racing Sant,Atletico Madrid,5,1,H,3,0,H,13,8,7,4,22,13,6,5,3,2,0,0,2.87,3.3,2.4,3.0,3.05,2.25,36,2
11569,SP1,23/04/09,Sporting Gijon,Espanyol,0,3,A,0,1,A,12,8,4,3,16,22,5,2,2,0,1,0,2.65,3.3,2.6,2.55,3.1,2.6,37,8
11570,SP1,23/04/09,Villarreal,Recreativo,2,1,H,1,1,D,9,7,2,1,18,14,8,4,4,4,0,0,1.65,3.6,5.5,1.6,3.4,5.4,19,11611
11571,SP1,25/04/09,Almeria,Numancia,2,1,H,2,0,H,15,15,4,5,14,7,11,8,1,2,0,0,1.66,3.6,5.5,1.7,3.45,4.5,0,11612
11572,SP1,25/04/09,Malaga,La Coruna,1,1,D,1,0,H,16,19,9,6,21,14,6,8,3,2,0,0,2.1,3.3,3.5,1.95,3.3,3.5,33,11613
11573,SP1,25/04/09,Valencia,Barcelona,2,2,D,2,1,H,10,14,5,6,21,9,5,9,5,2,0,0,4.0,3.4,1.9,3.8,3.35,1.85,17,3
11574,SP1,26/04/09,Athletic Club,Racing Sant,2,1,H,2,0,H,12,5,5,3,18,30,3,7,3,7,2,3,2.1,3.25,3.6,2.1,3.2,3.2,1,36
11575,SP1,26/04/09,Atletico Madrid,Sporting Gijon,3,1,H,2,0,H,10,13,5,2,18,14,3,5,2,4,1,0,1.4,4.5,8.0,1.4,4.3,6.5,2,37
11576,SP1,26/04/09,Espanyol,Betis,2,0,H,1,0,H,17,13,6,3,10,16,4,9,1,1,0,0,2.2,3.25,3.3,2.25,3.15,2.95,8,4
11577,SP1,26/04/09,Getafe,Villarreal,1,2,A,0,2,A,20,11,5,5,10,15,4,3,2,0,1,1,2.5,3.25,2.8,2.5,3.0,2.7,9,19
11578,SP1,26/04/09,Recreativo,Mallorca,2,4,A,0,2,A,15,14,2,7,20,19,17,1,5,6,0,1,2.37,3.25,3.0,2.2,3.2,3.0,11619,11
11579,SP1,26/04/09,Sevilla,Real Madrid,2,4,A,1,1,D,11,12,5,6,19,18,4,1,4,2,0,0,2.62,3.3,2.6,2.65,3.35,2.35,16,14
11580,SP1,26/04/09,Valladolid,Osasuna,0,0,D,0,0,D,7,14,3,1,15,11,8,7,2,2,0,0,2.1,3.3,3.5,2.1,3.1,3.3,18,12
11581,SP1,02/05/09,Numancia,Malaga,2,0,H,1,0,H,14,11,5,3,24,18,3,5,4,3,1,0,3.1,3.4,2.25,2.95,3.25,2.2,11622,33
11582,SP1,02/05/09,Real Madrid,Barcelona,2,6,A,1,3,A,5,17,4,13,22,9,3,2,4,2,0,0,2.5,3.4,2.75,2.45,3.4,2.5,14,3
11583,SP1,02/05/09,Villarreal,Sevilla,0,2,A,0,0,D,15,9,5,3,21,22,4,3,2,3,0,1,2.37,3.4,2.87,2.35,3.25,2.7,19,16
