,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
535,Alfon,es ESP,FW,Racing Sant,23-192,1999,5,2,168,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
536,Christos Almpanis,gr GRE,FW,Andorra,28-007,1994,9,6,497,5.5,0,2,0,0,0,0,0,0.00,0.36,0.36,0.00,0.36
537,Javier Alonso,es ESP,MF,Tenerife,24-103,1998,7,4,322,3.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
538,Julio Alonso,es ESP,DF,Albacete,23-333,1998,14,12,"1,111",12.3,0,1,0,0,0,2,1,0.00,0.08,0.08,0.00,0.08
539,Adrià Altimira,es ESP,"FW,MF",Andorra,21-229,2001,14,9,889,9.9,1,2,1,0,0,2,0,0.10,0.20,0.30,0.10,0.30
540,Altube,es ESP,GK,Albacete,22-263,2000,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
541,Cristian Álvarez,ar ARG,GK,Zaragoza,36-364,1985,15,15,"1,350",15.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
542,,,,,,,,,,,,,,,,,,,,,,
543,Fran Álvarez,es ESP,MF,Albacete,24-295,1998,6,2,169,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
544,Iker Álvarez,ad AND,GK,Villarreal B,21-110,2001,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
545,Sergio Álvarez,es ESP,"MF,DF",Eibar,30-293,1992,15,15,"1,283",14.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
546,Jair Amador,gq EQG,DF,Zaragoza,33-083,1989,13,12,"1,060",11.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
547,Jose Amo,es ESP,DF,Ponferradina,24-217,1998,12,10,812,9.0,1,0,1,0,0,5,0,0.11,0.00,0.11,0.11,0.11
548,Florin Andone,ro ROU,FW,Las Palmas,29-215,1993,4,2,113,1.3,1,0,1,0,0,2,0,0.80,0.00,0.80,0.80,0.80
549,Andy,es ESP,MF,Burgos,32-286,1990,2,2,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
550,José Ángel Carrillo,es ESP,FW,Huesca,28-309,1994,8,5,384,4.3,2,0,2,0,0,0,0,0.47,0.00,0.47,0.47,0.47
551,José Ángel,es ESP,DF,Sporting Gijón,33-068,1989,12,10,907,10.1,0,4,0,0,0,1,0,0.00,0.40,0.40,0.00,0.40
552,Miguel Ángel Rubio,es ESP,DF,Granada,24-246,1998,14,13,"1,171",13.0,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08
553,Hugo Anglada,es ESP,DF,Huesca,18-315,2004,3,3,225,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
554,Paul Anton,ro ROU,MF,Ponferradina,31-186,1991,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
555,José Antonio Ríos,es ESP,DF,Eibar,32-186,1990,3,2,191,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
556,Arvin Appiah,eng ENG,MF,Tenerife,21-311,2001,10,3,396,4.4,0,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23
557,Kévin Appin,mq MTQ,"MF,FW",UD Ibiza,24-296,1998,12,8,704,7.8,0,2,0,0,0,1,0,0.00,0.26,0.26,0.00,0.26
558,Arana,es ESP,FW,Villarreal B,22-277,2000,9,3,329,3.7,2,0,2,0,0,1,0,0.55,0.00,0.55,0.55,0.55
559,Anaitz Arbilla,es ESP,DF,Eibar,35-181,1987,12,11,992,11.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
560,Jesús Areso,es ESP,DF,Burgos,23-133,1999,10,5,467,5.2,0,1,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19
561,Matias Arezo,uy URU,"MF,FW",Granada,19-356,2002,8,2,204,2.3,1,0,1,0,0,1,0,0.44,0.00,0.44,0.44,0.44
562,David Argüelles,es ESP,DF,Sporting Gijón,20-315,2002,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
563,Raúl Arias,,FW,Ponferradina,,,2,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
564,José Arnaiz,es ESP,"FW,MF",Leganés,27-211,1995,15,15,"1,309",14.5,3,0,3,0,0,2,0,0.21,0.00,0.21,0.21,0.21
565,Óscar Arribas,es ESP,"MF,FW",Cartagena,24-021,1998,10,2,257,2.9,1,0,1,0,0,0,0,0.35,0.00,0.35,0.35,0.35
566,Anderson Arroyo,co COL,DF,Alavés,23-046,1999,8,6,579,6.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
567,Juan Artola,es ESP,"FW,MF",Burgos,22-219,2000,12,5,455,5.1,2,0,2,0,0,2,1,0.40,0.00,0.40,0.40,0.40
568,,,,,,,,,,,,,,,,,,,,,,
569,Miguel Atienza,es ESP,MF,Burgos,23-169,1999,15,12,"1,124",12.5,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08
570,Javier Avilés,es ESP,FW,Leganés,25-087,1997,3,0,14,0.2,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
571,Miguel Azeez,eng ENG,"MF,FW",UD Ibiza,20-053,2002,8,5,482,5.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
572,Baena,es ESP,"FW,MF",Lugo,22-030,2000,12,4,422,4.7,1,1,1,0,0,0,0,0.21,0.21,0.43,0.21,0.43
573,Sinan Bakış,tr TUR,FW,Andorra,28-204,1994,10,5,511,5.7,4,2,3,1,1,3,0,0.70,0.35,1.06,0.53,0.88
574,Alex Balboa,gq EQG,MF,Alavés,21-251,2001,6,1,116,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
575,Axel Bamba,fr FRA,DF,Sporting Gijón,23-129,1999,7,3,277,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
576,Barbu,es ESP,DF,CD Mirandés,21-171,2001,4,4,360,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
577,Bernabé Barragán,es ESP,GK,Albacete,29-267,1993,13,13,"1,170",13.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
578,Manu Barreiro,es ESP,FW,Lugo,36-127,1986,11,9,736,8.2,2,1,1,1,1,2,0,0.24,0.12,0.37,0.12,0.24
579,Dani Barrio,es ESP,GK,Burgos,35-275,1987,2,1,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
580,Thierno Barry,gn GUI,FW,Tenerife,22-304,2000,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
581,Borja Bastón,es ESP,FW,Oviedo,30-079,1992,15,14,"1,243",13.8,5,0,2,3,3,2,0,0.36,0.00,0.36,0.14,0.14
582,Jon Bautista,es ESP,FW,Eibar,27-132,1995,11,6,571,6.3,2,0,2,0,0,1,0,0.32,0.00,0.32,0.32,0.32
583,Carlos Benavídez,uy URU,MF,Alavés,24-227,1998,12,10,799,8.9,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00
584,Saúl Berjón,es ESP,"FW,MF",Burgos,36-172,1986,8,0,66,0.7,0,1,0,0,0,0,0,0.00,1.36,1.36,0.00,1.36
585,Álex Bermejo,es ESP,"MF,FW",Burgos,23-336,1998,15,13,"1,051",11.7,2,0,1,1,1,3,0,0.17,0.00,0.17,0.09,0.09
586,Sergio Bermejo,es ESP,"MF,FW",Zaragoza,25-087,1997,11,10,714,7.9,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13
587,Juan Berrocal González,es ESP,DF,Eibar,23-192,1999,12,11,852,9.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
588,Gustavo Blanco Leschuk,ar ARG,FW,Eibar,31-007,1991,12,6,589,6.5,2,0,2,0,0,3,0,0.31,0.00,0.31,0.31,0.31
589,Jérémy Blasco,fr FRA,DF,Huesca,23-273,1999,7,7,630,7.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
590,Pablo de Blasis,ar ARG,"MF,FW",Cartagena,34-281,1988,15,15,"1,311",14.6,1,4,1,0,0,2,0,0.07,0.27,0.34,0.07,0.34
591,Yann Bodiger,fr FRA,MF,Granada,27-276,1995,14,14,"1,180",13.1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
592,Mateusz Bogusz,pl POL,MF,UD Ibiza,21-082,2001,7,1,198,2.2,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
593,Mohamed Bouldini,ma MAR,FW,Levante,26-350,1995,10,6,514,5.7,3,1,3,0,0,5,0,0.53,0.18,0.70,0.53,0.70
594,,,,,,,,,,,,,,,,,,,,,,
595,Ruben Bover,es ESP,MF,Andorra,30-141,1992,7,5,379,4.2,0,1,0,0,0,0,0,0.00,0.24,0.24,0.00,0.24
596,Flavien Boyomo,fr FRA,DF,Albacete,21-036,2001,15,15,"1,349",15.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
597,Quentin Braat,fr FRA,GK,Oviedo,25-129,1997,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
598,Brugui,es ESP,"MF,FW",Levante,26-008,1996,12,8,654,7.3,2,0,2,0,0,1,1,0.28,0.00,0.28,0.28,0.28
599,Mustapha Bundu,sl SLE,FW,Andorra,25-258,1997,9,3,282,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
600,Aitor Buñuel,es ESP,DF,Tenerife,24-275,1998,6,4,337,3.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
601,Esteban Burgos,ar ARG,DF,Málaga,30-307,1992,9,9,661,7.3,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00
602,Unai Bustinza,es ESP,DF,Málaga,30-283,1992,6,5,430,4.8,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00
603,Erick Cabaco,uy URU,DF,Granada,27-207,1995,7,4,399,4.4,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
604,Jordi Calavera,es ESP,DF,Lugo,27-102,1995,6,3,256,2.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
605,Iván Calero,es ESP,"DF,MF",Cartagena,27-205,1995,15,15,"1,303",14.5,1,3,1,0,0,4,0,0.07,0.21,0.28,0.07,0.28
606,José Callejón,es ESP,FW,Granada,35-274,1987,15,14,"1,184",13.2,2,3,2,0,0,2,0,0.15,0.23,0.38,0.15,0.38
607,Dani Calvo,es ESP,DF,Oviedo,28-225,1994,10,9,838,9.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
608,Suleiman Camara Sanneh,se SWE,MF,UD Ibiza,20-340,2001,15,10,803,8.9,2,1,2,0,0,2,0,0.22,0.11,0.34,0.22,0.34
609,José Campaña,es ESP,MF,Levante,29-165,1993,6,5,400,4.4,1,0,0,1,1,2,0,0.23,0.00,0.23,0.00,0.00
610,Gaspar Campos,es ESP,MF,Sporting Gijón,22-230,2000,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
611,Gaspar Campos,es ESP,MF,Burgos,22-230,2000,13,6,550,6.1,2,0,2,0,0,0,0,0.33,0.00,0.33,0.33,0.33
612,Víctor Campuzano,es ESP,"FW,MF",Sporting Gijón,25-165,1997,7,3,257,2.9,1,0,1,0,0,1,0,0.35,0.00,0.35,0.35,0.35
613,Marco Camús,es ESP,MF,Racing Sant,20-361,2001,15,4,536,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
614,Álex Cantero,es ESP,"MF,FW",Levante,22-157,2000,9,3,297,3.3,2,1,2,0,0,0,0,0.61,0.30,0.91,0.61,0.91
615,Marc Carbó,es ESP,MF,Lugo,28-175,1994,7,3,281,3.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
616,Cárdenas,es ESP,GK,Levante,25-229,1997,15,15,"1,350",15.0,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07
617,Marc Cardona,es ESP,FW,Las Palmas,27-127,1995,11,9,761,8.5,4,0,3,1,1,2,0,0.47,0.00,0.47,0.35,0.35
618,Sergi Cardona,es ESP,DF,Las Palmas,23-127,1999,14,13,"1,145",12.7,0,2,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16
619,Carlo,es ESP,"MF,FW",Villarreal B,21-273,2001,10,9,786,8.7,1,1,1,0,0,3,0,0.11,0.11,0.23,0.11,0.23
620,,,,,,,,,,,,,,,,,,,,,,
621,José Carlos,pt POR,DF,UD Ibiza,24-104,1998,6,5,382,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
622,Juan Carlos,es ESP,FW,Huesca,31-242,1991,14,8,879,9.8,3,0,2,1,1,4,0,0.31,0.00,0.31,0.20,0.20
623,Andrés Caro,es ESP,DF,Málaga,18-284,2004,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
624,Salifo Caropitche,gw GNB,FW,CD Mirandés,21-146,2001,1,0,3,0.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
625,Sergio Carreira,es ESP,"DF,MF",Villarreal B,22-030,2000,9,5,492,5.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
626,Jordan Carrillo,mx MEX,MF,Sporting Gijón,20-347,2001,3,1,108,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
627,Pau Casadesús,,DF,Andorra,,,3,2,122,1.4,1,0,1,0,0,1,0,0.74,0.00,0.74,0.74,0.74
628,Sergio Castel,es ESP,FW,UD Ibiza,27-263,1995,11,3,465,5.2,0,1,0,0,0,3,0,0.00,0.19,0.19,0.00,0.19
629,Adri Castellano,es ESP,MF,Ponferradina,28-139,1994,2,1,79,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
630,Nacho Castillo,es ESP,MF,CD Mirandés,22-132,2000,3,0,31,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
631,Rubén Castro,es ESP,FW,Málaga,41-138,1981,15,14,"1,225",13.6,3,2,3,0,0,0,0,0.22,0.15,0.37,0.22,0.37
632,Karim Chaban,dz ALG,MF,Albacete,22-310,2000,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
633,Pablo Chavarría,ar ARG,FW,Málaga,34-314,1988,7,1,138,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
634,Pep Chavarría,es ESP,DF,Zaragoza,24-216,1998,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
635,Chema,es ESP,DF,Eibar,30-254,1992,2,0,8,0.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
636,Churripi,es ESP,GK,Burgos,28-193,1994,14,14,"1,197",13.3,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
637,Seydouba Cissé,gn GUI,MF,Leganés,21-275,2001,12,9,738,8.2,0,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12
638,Pablo Clavería,es ESP,MF,Lugo,26-225,1996,14,7,536,6.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
639,Enrique Clemente,es ESP,DF,Las Palmas,23-253,1999,3,2,140,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
640,Óscar Clemente,es ESP,MF,Las Palmas,23-231,1999,11,10,730,8.1,0,1,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12
641,Saúl Coco,gq EQG,DF,Las Palmas,23-276,1999,11,9,778,8.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
642,Coke,es ESP,DF,UD Ibiza,35-200,1987,5,3,317,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
643,Diego Collado,es ESP,"MF,FW",Villarreal B,21-307,2001,15,14,"1,050",11.7,2,1,2,0,0,2,0,0.17,0.09,0.26,0.17,0.26
644,Aitor Córdoba,es ESP,DF,Burgos,27-175,1995,15,15,"1,350",15.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
645,José Corpas,es ESP,MF,Eibar,31-128,1991,15,12,889,9.9,2,0,1,1,1,2,0,0.20,0.00,0.20,0.10,0.10
646,,,,,,,,,,,,,,,,,,,,,,
647,Rober Correa,es ESP,DF,Eibar,30-053,1992,8,4,410,4.6,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00
648,Álex Corredera,es ESP,MF,Tenerife,26-238,1996,6,5,406,4.5,0,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0.00
649,David Costas,es ESP,DF,Oviedo,27-231,1995,5,5,405,4.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
650,Jaume Cuéllar,bo BOL,"MF,FW",Lugo,21-081,2001,15,11,933,10.4,1,3,1,0,0,0,0,0.10,0.29,0.39,0.10,0.39
651,Eric Curbelo,es ESP,DF,Las Palmas,28-302,1994,15,13,"1,200",13.3,0,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07
652,Curro,es ESP,MF,Burgos,26-313,1996,9,8,644,7.2,2,0,2,0,0,0,1,0.28,0.00,0.28,0.28,0.28
653,Dali,es ESP,FW,Racing Sant,22-220,2000,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
654,Toni Datković,hr CRO,DF,Cartagena,29-006,1993,14,14,"1,260",14.0,0,2,0,0,0,7,0,0.00,0.14,0.14,0.00,0.14
655,Alberto Del Moral,es ESP,MF,Villarreal B,22-115,2000,14,14,"1,260",14.0,0,2,0,0,0,3,0,0.00,0.14,0.14,0.00,0.14
656,Jorge Delgado,es ESP,FW,Racing Sant,20-315,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
657,Moisés Delgado,es ESP,"DF,MF",Ponferradina,28-208,1994,13,9,798,8.9,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11
658,Julián Delmás,es ESP,DF,Cartagena,27-206,1995,5,1,150,1.7,0,1,0,0,0,0,0,0.00,0.60,0.60,0.00,0.60
659,Moussa Diarra,es ESP,DF,Málaga,20-296,2002,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
660,Pedro Díaz,es ESP,MF,Sporting Gijón,24-160,1998,10,8,674,7.5,1,1,1,0,0,1,0,0.13,0.13,0.27,0.13,0.27
661,Víctor Díaz,es ESP,DF,Granada,34-153,1988,9,8,760,8.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
662,Adrián Diéguez,es ESP,DF,Ponferradina,26-281,1996,11,8,750,8.3,0,1,0,0,0,4,0,0.00,0.12,0.12,0.00,0.12
663,Papakouli Diop,sn SEN,MF,UD Ibiza,36-238,1986,8,5,445,4.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
664,Mohammed Djetei,cm CMR,DF,Albacete,28-086,1994,15,13,"1,234",13.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
665,Rubén Duarte,es ESP,DF,Alavés,27-025,1995,12,9,845,9.4,0,2,0,0,0,6,0,0.00,0.21,0.21,0.00,0.21
666,Jonathan Dubasin,be BEL,"FW,MF",Albacete,22-283,2000,15,9,886,9.8,4,2,4,0,0,3,0,0.41,0.20,0.61,0.41,0.61
667,Riza Durmisi,dk DEN,"DF,MF",Leganés,28-308,1994,8,4,470,5.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
668,Unai Elgezabal,es ESP,"MF,DF",Burgos,29-201,1993,15,15,"1,350",15.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
669,Juergen Elitim,co COL,MF,Racing Sant,23-122,1999,11,11,875,9.7,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00
670,Sergi Enrich,es ESP,FW,Oviedo,32-259,1990,13,7,609,6.8,2,0,2,0,0,1,1,0.30,0.00,0.30,0.30,0.30
671,Ramón Enríquez,es ESP,MF,Málaga,21-207,2001,11,3,435,4.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
672,,,,,,,,,,,,,,,,,,,,,,
673,Aarón Escandell,es ESP,GK,Cartagena,27-046,1995,11,11,990,11.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
674,Alberto Escassi,es ESP,"DF,MF",Málaga,33-257,1989,13,13,"1,068",11.9,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08
675,Gonzalo Escobar,ar ARG,"DF,MF",UD Ibiza,25-241,1997,9,6,630,7.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
676,Dani Escriche,es ESP,"FW,MF",Huesca,24-233,1998,10,7,611,6.8,0,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15
677,Dani Esmorís,es ESP,DF,Villarreal B,22-129,2000,15,13,"1,193",13.3,1,1,1,0,0,2,0,0.08,0.08,0.15,0.08,0.15
678,Eduardo Espiau,es ESP,FW,Ponferradina,27-328,1994,15,5,611,6.8,2,0,2,0,0,4,0,0.29,0.00,0.29,0.29,0.29
679,Etyan,es ESP,FW,Tenerife,20-159,2002,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
680,Euse,es ESP,DF,Huesca,21-343,2000,2,0,26,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
681,Mamadou Fall,sn SEN,DF,Villarreal B,19-356,2002,12,12,"1,080",12.0,2,0,2,0,0,2,0,0.17,0.00,0.17,0.17,0.17
682,Aleix Febas,es ESP,MF,Málaga,26-283,1996,15,13,"1,100",12.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
683,Jesús Fernández Alonso,es ESP,DF,Lugo,22-256,2000,7,5,477,5.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
684,Andrés Fernández,es ESP,GK,Huesca,35-330,1986,15,15,"1,350",15.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
685,Dani Fernandez,es ESP,"DF,MF",Racing Sant,25-196,1997,12,8,754,8.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
686,Marc Fernández,es ESP,FW,Andorra,32-197,1990,9,6,476,5.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
687,Raúl Fernández,es ESP,GK,Granada,34-244,1988,9,8,746,8.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
688,Juan Ferney Otero,co COL,MF,Sporting Gijón,27-170,1995,15,15,"1,183",13.1,2,0,2,0,0,1,0,0.15,0.00,0.15,0.15,0.15
689,André Ferreira,pt POR,GK,Granada,26-167,1996,7,7,604,6.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
690,David Ferreiro,es ESP,"MF,FW",Cartagena,34-225,1988,3,3,187,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
691,Franchu Feuillassier,ar ARG,"MF,FW",Cartagena,24-184,1998,7,2,254,2.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
692,Marcelo Flores,mx MEX,"FW,MF",Oviedo,19-042,2003,9,3,331,3.7,0,1,0,0,0,0,0,0.00,0.27,0.27,0.00,0.27
693,Issa Fomba,ml MLI,MF,Málaga,21-172,2001,2,0,46,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
694,Álex Forés,es ESP,FW,Villarreal B,21-214,2001,6,1,171,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
695,Alejandro Francés,es ESP,DF,Zaragoza,20-103,2002,8,8,720,8.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
696,Enric Franquesa,es ESP,DF,Levante,25-259,1997,9,5,468,5.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
697,Jorge de Frutos,es ESP,"MF,FW",Levante,25-265,1997,14,10,949,10.5,2,2,2,0,0,3,0,0.19,0.19,0.38,0.19,0.38
698,,,,,,,,,,,,,,,,,,,,,,
699,Gabriel Fuentes,co COL,DF,Zaragoza,25-276,1997,11,11,990,11.0,0,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09
700,Manuel Fuster,es ESP,"MF,FW",Albacete,25-021,1997,15,13,"1,183",13.1,2,3,2,0,0,1,0,0.15,0.23,0.38,0.15,0.38
701,Daniel Fuzato,br BRA,GK,UD Ibiza,25-131,1997,15,15,"1,350",15.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
702,Álex Gallar,es ESP,MF,Málaga,30-238,1992,9,8,631,7.0,1,3,1,0,0,0,0,0.14,0.43,0.57,0.14,0.57
703,Enric Gallego,es ESP,FW,Tenerife,36-061,1986,15,14,"1,234",13.7,3,1,1,2,2,3,0,0.22,0.07,0.29,0.07,0.15
704,Álex Gálvez,es ESP,"DF,MF",UD Ibiza,33-159,1989,8,4,360,4.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
705,Fran Gámez,es ESP,DF,Zaragoza,31-108,1991,14,12,973,10.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
706,Borja Garcés,es ESP,FW,Tenerife,23-098,1999,12,5,521,5.8,2,0,2,0,0,1,1,0.35,0.00,0.35,0.35,0.35
707,Aitor García,es ESP,MF,Sporting Gijón,28-232,1994,7,3,265,2.9,2,0,2,0,0,1,0,0.68,0.00,0.68,0.68,0.68
708,Álvaro García,es ESP,"DF,MF",UD Ibiza,22-164,2000,5,4,277,3.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
709,Antonio Cristian Glauder García,es ESP,DF,Albacete,27-025,1995,5,2,166,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
710,Fran García,es ESP,DF,Burgos,29-340,1992,10,9,806,9.0,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11
711,Francisco Jesús Crespo García,es ESP,"MF,FW",Las Palmas,26-106,1996,9,3,344,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
712,Juanma García,es ESP,"FW,MF",Albacete,31-034,1991,10,8,664,7.4,1,1,1,0,0,1,0,0.14,0.14,0.27,0.14,0.27
713,Manu García,es ESP,MF,CD Mirandés,36-200,1986,11,2,254,2.8,1,0,1,0,0,4,0,0.35,0.00,0.35,0.35,0.35
714,Naim García,es ESP,"MF,FW",Leganés,20-154,2002,9,5,386,4.3,2,0,2,0,0,1,0,0.47,0.00,0.47,0.47,0.47
715,Saúl García,es ESP,DF,Racing Sant,28-003,1994,6,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
716,Sergi García,es ESP,MF,Albacete,23-212,1999,2,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
717,Manu Garrido,es ESP,FW,Leganés,22-155,2000,3,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
718,Sékou Gassama,sn SEN,FW,Racing Sant,27-190,1995,5,5,330,3.7,1,0,1,0,0,2,0,0.27,0.00,0.27,0.27,0.27
719,Gelabert,es ESP,MF,CD Mirandés,22-012,2000,3,0,102,1.1,1,0,1,0,0,0,0,0.88,0.00,0.88,0.88,0.88
