,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
168,Fidel,es ESP,"MF,FW",Elche,33-016,1989,4,2,165,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
169,Dimitri Foulquier,fr FRA,"DF,MF",Valencia,29-234,1993,9,2,287,3.2,0,1,0,0,0,2,0,0.00,0.31,0.31,0.00,0.31
170,Juan Foyth,ar ARG,DF,Villarreal,24-304,1998,4,3,248,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
171,Iván Fresneda,es ESP,DF,Valladolid,18-045,2004,6,4,468,5.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
172,Javi Galán,es ESP,DF,Celta Vigo,27-358,1994,14,14,"1,255",13.9,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07
173,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,29-098,1993,12,10,854,9.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
174,Aleix García,es ESP,MF,Girona,25-137,1997,14,14,"1,245",13.8,0,3,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22
175,Álvaro García,es ESP,FW,Rayo Vallecano,30-016,1992,13,13,"1,095",12.2,3,1,3,0,0,2,0,0.25,0.08,0.33,0.25,0.33
176,Dani García,es ESP,MF,Athletic Club,32-172,1990,8,4,363,4.0,0,1,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25
177,David García,es ESP,DF,Osasuna,28-271,1994,12,12,"1,039",11.5,1,0,1,0,0,6,1,0.09,0.00,0.09,0.09,0.09
178,Eric García,es ESP,DF,Barcelona,21-307,2001,9,8,608,6.8,1,0,1,0,0,2,0,0.15,0.00,0.15,0.15,0.15
179,Francisco Garcia,es ESP,DF,Rayo Vallecano,23-090,1999,14,14,"1,259",14.0,0,2,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14
180,Raúl García,es ESP,"MF,FW",Athletic Club,36-124,1986,13,2,355,3.9,1,1,1,0,0,1,0,0.25,0.25,0.51,0.25,0.51
181,,,,,,,,,,,,,,,,,,,,,,
182,Rubén García,es ESP,MF,Osasuna,29-121,1993,11,4,425,4.7,1,2,1,0,0,2,0,0.21,0.42,0.64,0.21,0.64
183,Unai García,es ESP,DF,Osasuna,30-282,1992,13,13,"1,116",12.4,0,1,0,0,0,4,1,0.00,0.08,0.08,0.00,0.08
184,Sékou Gassama,sn SEN,FW,Valladolid,27-190,1995,1,0,36,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
185,Gavi,es ESP,MF,Barcelona,18-099,2004,14,9,803,8.9,0,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11
186,Paulo Gazzaniga,ar ARG,GK,Girona,30-314,1992,4,4,360,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
187,Óscar Gil,es ESP,DF,Espanyol,24-200,1998,11,10,868,9.6,0,1,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10
188,Álvaro Giménez,es ESP,FW,Cádiz,31-177,1991,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
189,Dani Gómez,es ESP,"MF,FW",Espanyol,24-105,1998,6,0,66,0.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
190,Maxi Gómez,uy URU,FW,Valencia,26-090,1996,3,0,108,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
191,Moi Gómez,es ESP,"MF,FW",Osasuna,28-142,1994,14,14,"1,139",12.7,1,1,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16
192,Papu Gómez,ar ARG,"FW,MF",Sevilla,34-270,1988,12,6,650,7.2,0,1,0,0,0,4,0,0.00,0.14,0.14,0.00,0.14
193,Sergi Gómez,es ESP,DF,Espanyol,30-229,1992,11,10,895,9.9,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
194,Diego González,es ESP,DF,Elche,27-288,1995,6,2,327,3.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
195,Édgar González,es ESP,DF,Betis,25-225,1997,11,9,845,9.4,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00
196,Giovanni González,uy URU,DF,Mallorca,28-053,1994,5,3,344,3.8,0,2,0,0,0,3,0,0.00,0.52,0.52,0.00,0.52
197,Nicolás González,es ESP,MF,Valencia,20-313,2002,12,5,517,5.7,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17
198,Roberto González,es ESP,"FW,MF",Betis,21-310,2001,2,0,54,0.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
199,Andoni Gorosabel,es ESP,DF,Real Sociedad,26-100,1996,11,8,713,7.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
200,Ivo Grbić,hr CRO,GK,Atlético Madrid,26-298,1996,4,2,208,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
201,Clément Grenier,fr FRA,MF,Mallorca,31-309,1991,10,4,404,4.5,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
202,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,31-236,1991,14,7,773,8.6,5,3,5,0,0,0,0,0.58,0.35,0.93,0.58,0.93
203,Arnaut Groeneveld,nl NED,FW,Villarreal,25-285,1997,9,6,476,5.3,2,0,1,1,1,0,0,0.38,0.00,0.38,0.19,0.19
204,Andrés Guardado,mx MEX,"MF,FW",Betis,36-045,1986,8,3,303,3.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
205,Sergi Guardiola,es ESP,FW,Valladolid,31-167,1991,11,6,377,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
206,Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,30-361,1991,12,12,"1,035",11.5,2,0,2,0,0,4,0,0.17,0.00,0.17,0.17,0.17
207,,,,,,,,,,,,,,,,,,,,,,
208,Ander Guevara,es ESP,"MF,DF",Real Sociedad,25-128,1997,4,1,126,1.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
209,Hugo Guillamón,es ESP,MF,Valencia,22-285,2000,13,11,916,10.2,1,4,0,1,1,4,0,0.10,0.39,0.49,0.00,0.39
210,Gerard Gumbau,es ESP,MF,Elche,27-329,1994,13,9,831,9.2,0,3,0,0,0,5,0,0.00,0.32,0.32,0.00,0.32
211,Gorka Guruzeta,es ESP,"FW,MF",Athletic Club,26-061,1996,7,1,203,2.3,5,0,5,0,0,1,0,2.22,0.00,2.22,2.22,2.22
212,Raúl Guti,es ESP,MF,Elche,25-317,1996,11,8,647,7.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
213,Miguel Gutiérrez,es ESP,DF,Girona,21-108,2001,13,11,908,10.1,0,2,0,0,0,3,0,0.00,0.20,0.20,0.00,0.20
214,Munir El Haddadi,ma MAR,"MF,FW",Getafe,27-072,1995,8,0,234,2.6,1,0,1,0,0,2,0,0.38,0.00,0.38,0.38,0.38
215,Eden Hazard,be BEL,FW,Real Madrid,31-309,1991,3,1,99,1.1,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00
216,Luiz Henrique,br BRA,FW,Betis,21-314,2001,12,9,741,8.2,0,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12
217,Mario Hermoso,es ESP,DF,Atlético Madrid,27-147,1995,3,1,120,1.3,1,0,1,0,0,3,1,0.75,0.00,0.75,0.75,0.75
218,Aridane Hernández,gq EQG,DF,Osasuna,33-234,1989,3,2,144,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
219,Luis Hernández,es ESP,DF,Cádiz,33-212,1989,12,12,"1,079",12.0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00
220,Ander Herrera,es ESP,MF,Athletic Club,33-090,1989,6,3,238,2.6,0,1,0,0,0,2,1,0.00,0.38,0.38,0.00,0.38
221,Sergio Herrera,es ESP,GK,Osasuna,29-160,1993,10,10,900,10.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
222,Yangel Herrera,ve VEN,MF,Girona,24-309,1998,11,9,629,7.0,0,2,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29
223,Omar El Hilali,ma MAR,"DF,MF",Espanyol,19-061,2003,5,1,92,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
224,Pablo Ibáñez,es ESP,MF,Osasuna,24-053,1998,4,0,35,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
225,Iglesias,es ESP,DF,Getafe,24-132,1998,13,11,"1,026",11.4,1,0,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09
226,Borja Iglesias,es ESP,FW,Betis,29-299,1993,13,12,957,10.6,8,2,5,3,3,0,1,0.75,0.19,0.94,0.47,0.66
227,Asier Illarramendi,es ESP,MF,Real Sociedad,32-249,1990,6,2,153,1.7,1,0,1,0,0,2,0,0.59,0.00,0.59,0.59,0.59
228,Alexander Isak,se SWE,FW,Real Sociedad,23-052,1999,2,2,152,1.7,1,0,1,0,0,0,0,0.59,0.00,0.59,0.59,0.59
229,Isco,es ESP,"MF,FW",Sevilla,30-205,1992,12,10,799,8.9,0,2,0,0,0,5,0,0.00,0.23,0.23,0.00,0.23
230,Nicolas Jackson,sn SEN,FW,Villarreal,21-145,2001,13,8,772,8.6,2,2,2,0,0,1,0,0.23,0.23,0.47,0.23,0.47
231,Adnan Januzaj,be BEL,FW,Sevilla,27-280,1995,2,1,47,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
232,Javi,es ESP,DF,Girona,24-194,1998,10,4,365,4.1,0,1,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25
233,,,,,,,,,,,,,,,,,,,,,,
234,Joaquín,es ESP,"MF,FW",Betis,41-114,1981,5,1,160,1.8,0,1,0,0,0,0,0,0.00,0.56,0.56,0.00,0.56
235,Frenkie de Jong,nl NED,MF,Barcelona,25-184,1997,13,9,900,10.0,2,1,2,0,0,0,0,0.20,0.10,0.30,0.20,0.30
236,Joan Jordán,es ESP,"MF,DF",Sevilla,28-129,1994,10,9,684,7.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
237,Josan,es ESP,"DF,MF",Elche,32-344,1989,12,3,392,4.4,1,0,1,0,0,3,0,0.23,0.00,0.23,0.23,0.23
238,Willian José,br BRA,FW,Betis,30-354,1991,10,2,271,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
239,Joselu,es ESP,FW,Espanyol,32-230,1990,14,14,"1,260",14.0,7,1,5,2,2,1,0,0.50,0.07,0.57,0.36,0.43
240,Juanmi,es ESP,FW,Betis,29-176,1993,4,4,313,3.5,2,0,2,0,0,2,0,0.58,0.00,0.58,0.58,0.58
241,Juanpe,es ESP,DF,Girona,31-196,1991,7,7,615,6.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
242,Lago Junior,ci CIV,"FW,MF",Mallorca,31-316,1990,5,0,52,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
243,Vinicius Júnior,br BRA,FW,Real Madrid,22-123,2000,14,14,"1,227",13.6,6,3,6,0,0,3,0,0.44,0.22,0.66,0.44,0.66
244,Kaiky,br BRA,DF,Almería,18-304,2004,8,6,484,5.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
245,Lee Kangin,kr KOR,"MF,FW",Mallorca,21-266,2001,14,13,"1,090",12.1,2,3,2,0,0,4,0,0.17,0.25,0.41,0.17,0.41
246,Jon Karrikaburu,es ESP,FW,Real Sociedad,20-054,2002,6,0,93,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
247,Kenedy,br BRA,MF,Valladolid,26-277,1996,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
248,Franck Kessié,ci CIV,MF,Barcelona,25-328,1996,7,2,216,2.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
249,Kike,es ESP,FW,Osasuna,32-352,1989,14,3,428,4.8,2,0,1,1,1,3,0,0.42,0.00,0.42,0.21,0.21
250,Justin Kluivert,nl NED,"FW,MF",Valencia,23-191,1999,10,5,518,5.8,2,0,2,0,0,1,0,0.35,0.00,0.35,0.35,0.35
251,Koke,es ESP,MF,Atlético Madrid,30-308,1992,10,8,742,8.2,0,2,0,0,0,2,0,0.00,0.24,0.24,0.00,0.24
252,Luca Koleosho,ca CAN,"FW,DF",Espanyol,18-058,2004,2,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
253,Geoffrey Kondogbia,cf CTA,MF,Atlético Madrid,29-270,1993,11,8,719,8.0,0,1,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13
254,Jules Koundé,fr FRA,DF,Barcelona,24-000,1998,7,7,572,6.4,0,2,0,0,0,0,0,0.00,0.31,0.31,0.00,0.31
255,Toni Kroos,de GER,MF,Real Madrid,32-312,1990,11,10,858,9.5,1,2,1,0,0,2,1,0.10,0.21,0.31,0.10,0.31
256,Takefusa Kubo,jp JPN,"FW,MF",Real Sociedad,21-161,2001,12,10,842,9.4,2,2,2,0,0,0,0,0.21,0.21,0.43,0.21,0.43
257,César de la Hoz,es ESP,MF,Almería,30-227,1992,8,6,583,6.5,1,0,1,0,0,4,0,0.15,0.00,0.15,0.15,0.15
258,Luca de la Torre,us USA,MF,Celta Vigo,24-173,1998,5,0,54,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
259,,,,,,,,,,,,,,,,,,,,,,
260,Érik Lamela,ar ARG,"FW,MF",Sevilla,30-253,1992,13,10,956,10.6,3,0,3,0,0,5,1,0.28,0.00,0.28,0.28,0.28
261,Latasa,es ESP,"FW,DF",Getafe,21-234,2001,6,0,61,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
262,Toni Lato,es ESP,"DF,MF",Valencia,24-356,1997,9,2,276,3.1,1,0,1,0,0,0,0,0.33,0.00,0.33,0.33,0.33
263,Lázaro,br BRA,"MF,FW",Almería,20-245,2002,6,2,206,2.3,1,0,1,0,0,0,0,0.44,0.00,0.44,0.44,0.44
264,Robin Le Normand,fr FRA,DF,Real Sociedad,26-001,1996,11,9,816,9.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
265,Benjamin Lecomte,fr FRA,GK,Espanyol,31-200,1991,10,10,899,10.0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
266,Jeremías Ledesma,ar ARG,GK,Cádiz,29-272,1993,14,14,"1,260",14.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
267,Florian Lejeune,fr FRA,DF,Rayo Vallecano,31-176,1991,12,12,948,10.5,3,0,3,0,0,4,1,0.28,0.00,0.28,0.28,0.28
268,Iñigo Lekue,es ESP,DF,Athletic Club,29-192,1993,12,10,947,10.5,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10
269,Thomas Lemar,fr FRA,MF,Atlético Madrid,27-000,1995,9,5,390,4.3,0,2,0,0,0,0,0,0.00,0.46,0.46,0.00,0.46
270,Sergio León,es ESP,FW,Valladolid,33-310,1989,13,7,625,6.9,5,1,4,1,2,0,0,0.72,0.14,0.86,0.58,0.72
271,Robert Lewandowski,pl POL,FW,Barcelona,34-083,1988,14,13,"1,064",11.8,13,4,13,0,1,2,1,1.10,0.34,1.44,1.10,1.44
272,Pol Lirola,es ESP,DF,Elche,25-091,1997,8,7,548,6.1,1,0,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16
273,Javier Llabrés,,FW,Mallorca,,,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
274,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,27-286,1995,8,8,662,7.4,1,0,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14
275,Giovani Lo Celso,ar ARG,"MF,FW",Villarreal,26-217,1996,8,8,521,5.8,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17
276,David López,es ESP,"DF,MF",Girona,33-034,1989,8,8,690,7.7,2,1,2,0,0,2,0,0.26,0.13,0.39,0.26,0.39
277,Diego López,es ESP,GK,Rayo Vallecano,41-009,1981,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
278,Unai López,es ESP,MF,Rayo Vallecano,27-013,1995,13,6,554,6.2,1,2,1,0,0,0,0,0.16,0.32,0.49,0.16,0.49
279,Anthony Lozano,hn HON,FW,Cádiz,29-201,1993,12,8,756,8.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
280,Pol Lozano,es ESP,MF,Espanyol,23-037,1999,4,0,17,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
281,José Luis Gayà,es ESP,DF,Valencia,27-171,1995,10,10,862,9.6,0,2,0,0,1,1,0,0.00,0.21,0.21,0.00,0.21
282,José Luis Morales,es ESP,FW,Villarreal,35-112,1987,13,3,424,4.7,1,0,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21
283,Andriy Lunin,ua UKR,GK,Real Madrid,23-274,1999,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
284,Awer Mabil,au AUS,"MF,FW",Cádiz,27-058,1995,5,1,165,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
285,,,,,,,,,,,,,,,,,,,,,,
286,Pablo Maffeo,es ESP,DF,Mallorca,25-123,1997,12,12,"1,017",11.3,1,0,1,0,0,3,1,0.09,0.00,0.09,0.09,0.09
287,Jon Magunacelaya,es ESP,"MF,FW",Real Sociedad,22-122,2000,2,0,65,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
288,Nemanja Maksimović,rs SRB,MF,Getafe,27-290,1995,12,10,711,7.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
289,Hugo Mallo,es ESP,DF,Celta Vigo,31-143,1991,11,11,873,9.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
290,Mickael Malsa,mq MTQ,MF,Valladolid,27-031,1995,4,0,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
291,Giorgi Mamardashvili,ge GEO,GK,Valencia,22-044,2000,14,14,"1,260",14.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
292,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,28-295,1994,14,14,"1,238",13.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
293,Aïssa Mandi,dz ALG,DF,Villarreal,31-021,1991,7,3,261,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
294,Maranhão,br BRA,"FW,MF",Valencia,26-023,1996,11,3,370,4.1,1,0,1,0,0,2,1,0.24,0.00,0.24,0.24,0.24
295,Marcão,br BRA,DF,Sevilla,26-160,1996,4,4,360,4.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
296,Agustín Marchesín,ar ARG,GK,Celta Vigo,34-241,1988,14,14,"1,260",14.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
297,Óscar de Marcos,es ESP,DF,Athletic Club,33-212,1989,14,13,"1,078",12.0,0,3,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25
298,José Mari,es ESP,MF,Cádiz,34-341,1987,10,2,288,3.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
299,José María Giménez,uy URU,DF,Atlético Madrid,27-296,1995,9,8,735,8.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
300,Mariano,do DOM,FW,Real Madrid,29-103,1993,4,0,24,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
301,Pablo Marín,es ESP,"MF,FW",Real Sociedad,19-132,2003,3,1,106,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
302,Roger Martí,es ESP,FW,Elche,31-313,1991,8,5,430,4.8,0,1,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21
303,Iván Martín,es ESP,MF,Girona,23-271,1999,2,0,103,1.1,2,0,2,0,0,0,0,1.75,0.00,1.75,1.75,1.75
304,Arnau Martinez,es ESP,"DF,MF",Girona,19-201,2003,11,10,811,9.0,2,1,2,0,0,2,0,0.22,0.11,0.33,0.22,0.33
305,Iñigo Martínez,es ESP,DF,Athletic Club,31-179,1991,9,9,810,9.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
306,Omar Mascarell,es ESP,MF,Elche,29-283,1993,12,12,"1,014",11.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
307,Jordi Masip,es ESP,GK,Valladolid,33-313,1989,9,9,810,9.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
308,Jaime Mata,es ESP,FW,Getafe,34-019,1988,6,0,42,0.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
309,Borja Mayoral,es ESP,FW,Getafe,25-221,1997,14,14,"1,105",12.3,1,0,1,0,1,2,0,0.08,0.00,0.08,0.08,0.08
310,Mamadou Mbaye,sn SEN,DF,Cádiz,24-137,1998,3,3,209,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
311,,,,,,,,,,,,,,,,,,,,,,
312,Gonzalo Melero,es ESP,MF,Almería,28-314,1994,8,7,536,6.0,1,2,1,0,0,2,0,0.17,0.34,0.50,0.17,0.50
313,Houboulang Mendes,fr FRA,DF,Almería,24-192,1998,7,6,498,5.5,0,1,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18
314,Brais Méndez,es ESP,MF,Real Sociedad,25-309,1997,14,13,"1,121",12.5,6,2,6,0,0,4,0,0.48,0.16,0.64,0.48,0.64
315,Ferland Mendy,fr FRA,DF,Real Madrid,27-157,1995,11,11,884,9.8,0,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10
316,Mikel Merino,es ESP,MF,Real Sociedad,26-143,1996,14,13,"1,124",12.5,1,6,1,0,1,4,0,0.08,0.48,0.56,0.08,0.56
317,Roque Mesa,es ESP,MF,Valladolid,33-158,1989,12,11,862,9.6,2,1,2,0,0,4,0,0.21,0.10,0.31,0.21,0.31
318,Éder Militão,br BRA,DF,Real Madrid,24-298,1998,12,10,913,10.1,3,0,3,0,0,1,0,0.30,0.00,0.30,0.30,0.30
319,Luis Milla,es ESP,MF,Getafe,28-036,1994,8,7,650,7.2,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00
320,Pere Milla,es ESP,"FW,MF",Elche,30-050,1992,13,8,779,8.7,3,1,2,1,1,3,0,0.35,0.12,0.46,0.23,0.35
321,Marko Milovanović,rs SRB,FW,Almería,19-100,2003,2,0,15,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
322,Óscar Mingueza,es ESP,DF,Celta Vigo,23-183,1999,10,4,478,5.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
323,Rafa Mir,es ESP,FW,Sevilla,25-147,1997,9,7,559,6.2,2,0,2,0,0,1,0,0.32,0.00,0.32,0.32,0.32
324,Juan Miranda,es ESP,DF,Betis,22-297,2000,2,1,94,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
325,Stefan Mitrović,rs SRB,DF,Getafe,32-174,1990,13,11,"1,035",11.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
326,Luka Modrić,hr CRO,MF,Real Madrid,37-064,1985,13,11,926,10.3,3,2,2,1,1,3,0,0.29,0.19,0.49,0.19,0.39
327,Johan Mojica,co COL,DF,Villarreal,30-083,1992,5,1,186,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
328,Johan Mojica,co COL,"DF,MF",Elche,30-083,1992,3,3,270,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
329,Nahuel Molina,ar ARG,DF,Atlético Madrid,24-220,1998,11,11,924,10.3,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00
330,Jon Moncayola,es ESP,MF,Osasuna,24-183,1998,14,9,876,9.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
331,Monchu,es ESP,MF,Valladolid,23-060,1999,12,7,659,7.3,1,1,1,0,0,4,0,0.14,0.14,0.27,0.14,0.27
332,Gonzalo Montiel,ar ARG,DF,Sevilla,25-315,1997,8,8,585,6.5,0,1,0,0,0,3,1,0.00,0.15,0.15,0.00,0.15
333,Martín Montoya,es ESP,DF,Betis,31-212,1991,3,3,183,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
334,Álvaro Morata,es ESP,FW,Atlético Madrid,30-020,1992,14,12,845,9.4,5,1,5,0,0,3,0,0.53,0.11,0.64,0.53,0.64
335,Jon Morcillo,es ESP,"FW,MF",Athletic Club,24-058,1998,8,0,56,0.6,0,1,0,0,0,0,0,0.00,1.61,1.61,0.00,1.61
336,Alberto Moreno,es ESP,"DF,FW",Villarreal,30-130,1992,6,4,368,4.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
337,,,,,,,,,,,,,,,,,,,,,,
338,Álex Moreno,es ESP,DF,Betis,29-157,1993,13,13,"1,170",13.0,0,3,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23
339,Gerard Moreno,es ESP,FW,Villarreal,30-219,1992,6,5,382,4.2,2,0,2,0,0,1,0,0.47,0.00,0.47,0.47,0.47
340,Tete Morente,es ESP,MF,Elche,25-343,1996,11,8,718,8.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
341,Ilaix Moriba,gn GUI,MF,Valencia,19-297,2003,6,4,331,3.7,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00
342,Manu Morlanes,es ESP,MF,Villarreal,23-304,1999,3,2,145,1.6,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
343,Loren Morón,es ESP,FW,Betis,28-317,1993,2,0,15,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
344,Cristhian Mosquera,co COL,DF,Valencia,18-138,2004,2,0,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
345,Abdul Mumin,gh GHA,DF,Rayo Vallecano,24-159,1998,2,1,102,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
346,Iker Muniain,es ESP,"MF,FW",Athletic Club,29-328,1992,11,10,788,8.8,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11
347,Aihen Muñoz,es ESP,DF,Real Sociedad,25-088,1997,9,8,666,7.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
348,Pablo Muñoz,es ESP,MF,Rayo Vallecano,19-069,2003,2,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
349,Vedat Muriqi,xk KVX,FW,Mallorca,28-202,1994,12,12,"1,037",11.5,8,1,6,2,3,3,1,0.69,0.09,0.78,0.52,0.61
350,Yunus Musah,us USA,MF,Valencia,19-348,2002,11,10,846,9.4,0,2,0,0,0,5,0,0.00,0.21,0.21,0.00,0.21
351,Nacho,es ESP,DF,Real Madrid,32-298,1990,7,1,147,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
352,Juanjo Narváez,co COL,"MF,FW",Valladolid,27-273,1995,5,1,148,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
